,3prime,tAI,max_5_UTR_length,TCGA-BH-A0DG,TCGA-BH-A0DG.1
SHMT1,4335.0,0.394510245,509.0,0.038367,-0.05424003
SIGLEC1,1590.0,0.42099348,0.0,1.663615,0.242135454
SIPA1,2933.0,0.437718847,296.0,0.176525,-0.026921784
SIRPA,3027.0,0.429235057,360.0,0.477791,-0.22836028
SKP1,8791.0,0.433886974,179.0,-0.261855,0.19043575
SLBP,3046.0,0.391438372,553.0,-0.201189,-0.187878562
SLC25A10,1929.0,0.386184273,191.0,0.035568,0.210714615
SLC25A19,477.0,0.386093473,224.0,1.091999,0.579679335
SLC25A20,787.0,0.382641976,199.0,-0.361955,-0.301663312
SLC25A3,504.0,0.383836987,354.0,-0.039857,-0.149803941
SLC25A40,2688.0,0.363984785,375.0,-0.44727,-0.120141248
SLC25A42,2156.0,0.366871382,156.0,-1.117961,0.378501788
SLC25A6,450.0,0.487227384,137.0,-0.354654,-0.184444035
SLC27A3,163.0,0.439664345,91.0,0.03116,-0.219330263
SLC39A10,2661.0,0.346494338,214.0,0.042662,0.076480757
SLC43A2,6357.0,0.437839378,341.0,1.579231,0.092287876
SLC43A3,838.0,0.382351997,447.0,0.230211,-0.231258116
SLC44A1,8291.0,0.4365497,264.0,0.054963,-0.418801079
SLC9A3R1,709.0,0.400889529,235.0,1.970016,0.86810789
SMAP2,1225.0,0.404145004,415.0,0.03905,-0.040635636
SMC1A,5954.0,0.490702048,340.0,0.020441,-0.154144386
SMG5,1363.0,0.383248033,540.0,0.090631,0.169961403
SMS,2660.0,0.417677888,252.0,-0.530653,-0.344733057
SMYD3,223.0,0.378821529,130.0,1.304797,0.118329531
SNRNP200,676.0,0.454045162,132.0,0.442602,0.11456503
SNRPC,474.0,0.427936125,450.0,0.023987,0.066978651
SNRPD1,4386.0,0.384326147,161.0,-0.114856,-0.279330213
SNRPN,279.0,0.390283395,1145.0,0.369052,0.151882418
SNX24,5071.0,0.338464018,185.0,0.024279,-0.091393435
SNX30,6144.0,0.426743352,148.0,0.199226,0.030874164
SNX33,5086.0,0.383330712,96.0,0.24535,0.102271724
SOD1,353.0,0.438546885,148.0,0.048893,-0.333220727
SOD2,13436.0,0.435065133,1828.0,-0.525047,-0.374150061
SP110,3922.0,0.401738483,258.0,0.855638,0.132853714
SPC24,1691.0,0.381793277,320.0,-1.382827,-0.191961311
SPC25,540.0,0.373816265,131.0,-0.621614,-0.146563495
SPCS1,3333.0,0.417439524,205.0,-0.518504,0.161618624
SPI1,383.0,0.406748349,223.0,0.598239,-0.134367592
SPRYD4,1406.0,0.430591965,75.0,-0.000266,-0.205120484
SQSTM1,1485.0,0.412192979,360.0,0.031488,-0.099043554
SRC,2671.0,0.437602812,449.0,0.29562,-0.135243108
SRGAP2,3018.0,0.377689891,542.0,0.457847,0.152558209
SRI,5365.0,0.424260151,79.0,-0.022541,0.070767373
SRP19,2645.0,0.430943803,189.0,-0.098415,0.123903366
SRPRB,1784.0,0.427990824,285.0,0.366496,0.130090756
SRR,1392.0,0.393840903,354.0,0.301578,0.039660004
SRXN1,2099.0,0.37663928,185.0,0.814015,0.480694165
SS18L2,777.0,0.45997865,208.0,-0.162788,0.320030267
SSH1,5298.0,0.373517564,146.0,0.647297,0.148273889
SSH3,2595.0,0.376349937,178.0,-0.101966,-0.169969926
SSR2,592.0,0.425839932,80.0,0.55654,0.011306298
SSR3,3698.0,0.388415977,156.0,0.116188,-0.684478748
SSR4,87.0,0.444947593,150.0,0.416564,-0.108636472
SSRP1,422.0,0.394601844,267.0,-0.19229,0.185714311
SSU72,400.0,0.445120823,325.0,1.193252,0.286153058
ST13,3666.0,0.439823793,468.0,-0.261987,0.021970911
ST14,553.0,0.454138745,193.0,-0.49925,-0.540599643
ST3GAL4,594.0,0.39537481,557.0,-0.100917,0.032991223
STARD10,1682.0,0.427301627,944.0,1.484414,0.563443956
STAT1,3294.0,0.408136156,388.0,0.545028,-0.152671402
STAT2,1791.0,0.409862748,203.0,0.492705,0.132308156
STAT6,1168.0,0.380869476,499.0,0.005182,0.063974146
STMN1,1138.0,0.394107416,364.0,-0.458045,-0.357161511
STOM,2222.0,0.387137797,117.0,-0.298078,-0.580055987
STOML2,531.0,0.456962681,143.0,-0.027025,-0.174866158
STX3,5058.0,0.403902965,547.0,0.228765,0.308579542
STX7,14891.0,0.417568039,327.0,0.240467,0.026936758
STX8,107.0,0.378438911,150.0,-0.014509,0.37134976
SUCLG1,223.0,0.43877655,193.0,-0.25671,-0.111074153
SUFU,3380.0,0.361614756,191.0,0.316272,-0.065964281
SUMF1,999.0,0.37076871,37.0,-0.171419,-0.275387331
SUPT4H1,1112.0,0.438747077,103.0,2.819886,0.546982579
SURF2,1720.0,0.440503417,48.0,-0.553316,0.176720085
SURF4,2281.0,0.385472445,476.0,0.441948,0.018701287
SURF6,4908.0,0.42467207,78.0,-0.755134,0.155033917
SVIP,4195.0,0.357937352,217.0,-0.081146,-0.196316137
SYTL1,80.0,0.364244725,197.0,-1.155686,-0.558789252
TACC3,165.0,0.385699108,155.0,-0.042397,-0.046831152
TADA2B,3064.0,0.464060586,151.0,0.100815,-0.938764982
TAP2,5256.0,0.374969764,175.0,0.568881,0.121331848
TBC1D20,3109.0,0.435441414,148.0,0.271141,0.180520391
TBC1D9B,1396.0,0.395340616,37.0,-0.028236,-0.011290868
TBCC,556.0,0.434161456,73.0,0.164658,0.119742869
TCEAL3,260.0,0.368171822,262.0,0.227044,0.559031832
TCEAL4,3020.0,0.432120515,489.0,-0.635265,0.003832796
TCOF1,1640.0,0.41523122,108.0,-0.321403,0.043037823
TDP1,1721.0,0.418036689,317.0,0.094844,0.096244299
TDRD7,242.0,0.375852104,234.0,-0.024507,0.06791714
TDRKH,973.0,0.419795099,182.0,0.000145,-0.073221069
TEP1,2777.0,0.379550228,40.0,0.997077,0.242543656
TFE3,1431.0,0.379068139,541.0,0.064311,0.797132604
TFEB,621.0,0.429366592,302.0,0.836864,0.322589418
THADA,112.0,0.415199561,352.0,-0.029675,-0.170573567
THBD,2144.0,0.448063145,160.0,0.070829,-0.185160435
THUMPD1,2715.0,0.455087735,225.0,-0.159258,-0.071343187
THYN1,205.0,0.377954149,484.0,-0.629124,-0.23657167
TIMM50,3932.0,0.424829064,722.0,0.445069,0.105414661
TIMM8B,2046.0,0.447942532,30.0,-0.42212,0.204335869
TK2,3965.0,0.360054507,593.0,0.161832,-0.263314429
TLE1,571.0,0.374791795,1295.0,0.38247,0.027394653
TM9SF2,2020.0,0.372522209,233.0,0.313882,0.032613338
TMED3,1710.0,0.439016102,188.0,0.275317,-0.136111633
TMED9,708.0,0.44685712,67.0,-0.207603,-0.085121904
TMEM126A,52.0,0.406087664,295.0,0.200472,0.130460653
TMEM199,2431.0,0.370998168,90.0,0.099175,-0.072347017
TMEM63A,1407.0,0.385482014,622.0,0.883788,0.539490586
TMOD1,2050.0,0.392927141,213.0,-0.188018,-0.030496814
TNFAIP2,2079.0,0.44214387,131.0,1.298598,1.063158796
TNFAIP3,1995.0,0.416242917,370.0,0.286725,-0.121810474
TNFAIP8L2,497.0,0.440670719,126.0,0.571145,-0.468570695
TNIP1,770.0,0.448321216,241.0,-0.03556,-0.100806559
TNK2,822.0,0.420245651,543.0,-0.143633,0.089259953
TNPO2,2070.0,0.408799881,358.0,-0.081396,-0.105535273
TNRC18,1316.0,0.449521205,349.0,-0.109942,0.088072561
TOMM5,518.0,0.441712708,107.0,0.008752,0.314817486
TOMM6,1957.0,0.431553434,255.0,-0.203886,0.586142297
TOP2A,1003.0,0.364102812,159.0,-0.802805,-0.65613788
TOR1A,3160.0,0.446121485,77.0,0.389236,0.538673398
TPD52L2,1600.0,0.385071878,138.0,0.084594,0.116768845
TPI1,620.0,0.479135356,527.0,-0.390708,0.134434349
TPM1,757.0,0.403626605,257.0,-0.192445,0.229523131
TRAF1,7433.0,0.438949906,572.0,0.379948,0.05436769
TRAF3,5716.0,0.386659664,353.0,-0.027433,0.255019683
TRAF6,6100.0,0.426668941,381.0,0.268841,-0.04203415
TRAPPC3,634.0,0.441060625,519.0,0.860292,0.608629706
TRAPPC5,42.0,0.453352607,241.0,0.589844,0.179145915
TRAPPC6B,2539.0,0.437369008,335.0,-0.946108,0.018117026
TRAPPC9,3079.0,0.431357199,134.0,0.115781,0.032867842
TRIM11,3522.0,0.453298916,255.0,0.030003,-0.000989834
TRIM14,3117.0,0.369225689,165.0,0.37119,-0.123826462
TRIM22,1215.0,0.424423711,379.0,0.099459,-0.167306839
TRIM26,1431.0,0.384319522,565.0,0.163718,-0.281029058
TRIM27,2956.0,0.441704825,359.0,0.083655,-0.180498793
TRIM41,1657.0,0.454716896,737.0,-0.383675,-0.10830818
TRIM5,2312.0,0.426412011,303.0,0.537046,0.032816406
TRIP12,3739.0,0.40441217,297.0,0.249864,-0.048969929
TRIP13,2852.0,0.433721983,145.0,-0.293293,-0.349916788
TRMT5,3660.0,0.405137655,572.0,-0.337942,-0.3133053
TRUB2,4655.0,0.434714666,759.0,0.017034,0.061166303
TSFM,1390.0,0.429356434,57.0,-0.062571,-0.456597913
TSPAN14,15147.0,0.398868986,305.0,0.129904,-0.250999001
TSPYL1,7303.0,0.373212405,287.0,0.234257,0.298689381
TSR2,1366.0,0.464925113,443.0,-0.784277,-0.101918998
TTC39C,3394.0,0.378954091,452.0,-0.09293,-0.326175806
TTC7A,2213.0,0.393400181,1272.0,0.07994,-0.083860342
TTPAL,5319.0,0.425556123,145.0,-0.270776,-0.098794342
TTYH3,3063.0,0.383645273,187.0,0.48603,-0.221441833
TUBA1C,110.0,0.451729991,576.0,0.104262,-0.421692167
TUBA4A,644.0,0.402818439,556.0,-1.161625,-0.894439333
TUBB,1030.0,0.390058461,509.0,-0.117802,-0.282949638
TUBB6,2302.0,0.468445054,1139.0,0.064888,0.047845273
TUBGCP4,1934.0,0.368175973,296.0,0.632943,0.078072295
TUSC1,1294.0,0.429789613,537.0,-0.150708,0.286638671
TXNL4A,3129.0,0.472736328,466.0,-0.003603,0.123822617
TYMP,18.0,0.429537249,376.0,-0.615254,-0.52599153
TYMS,581.0,0.364557025,159.0,-0.855695,-0.663992021
UBAP2L,353.0,0.367068802,167.0,0.303764,0.202234909
UBE2B,4002.0,0.405496028,420.0,-0.670681,-0.198947267
UBE2E1,1034.0,0.417917446,229.0,-0.20315,-0.035225202
UBE2E2,1962.0,0.352966355,180.0,-0.24044,-0.273441046
UBE2L3,2365.0,0.455573936,198.0,0.282331,0.416443516
UBE2L6,703.0,0.431638779,653.0,0.785052,0.08264377
UBE4B,1283.0,0.418913915,688.0,-0.235745,-0.3082426
UBIAD1,2303.0,0.446280173,334.0,0.649454,0.874791447
UBR4,797.0,0.387393976,4.0,0.042676,-0.103215095
UBTF,2209.0,0.400105612,296.0,-0.454424,0.132533047
UBXN1,220.0,0.422601268,194.0,-0.335082,0.060375438
UCK2,4043.0,0.447469338,640.0,0.11347,0.113958063
UGGT1,5935.0,0.374564832,178.0,0.259972,0.256789458
UHRF1BP1,5130.0,0.373569339,234.0,0.020565,0.042416155
UNC45A,377.0,0.475530537,1022.0,0.003752,0.094400265
UNG,1024.0,0.368897526,209.0,0.20693,-0.190635822
UNK,1388.0,0.447315534,42.0,1.36877,0.719747251
UQCR11,4379.0,0.470309826,75.0,0.328924,-0.031270179
UQCRC1,129.0,0.462829321,45.0,-0.432066,-0.19879636
UQCRH,193.0,0.365128489,320.0,0.096956,-0.353466118
UROD,171.0,0.391539164,133.0,-0.024918,-0.041269561
UROS,3849.0,0.422413435,266.0,0.424091,-0.012294394
USP18,580.0,0.434940763,338.0,0.989389,0.416512432
USP39,571.0,0.39295741,223.0,-0.348506,-0.056548971
UTP6,2466.0,0.429918331,83.0,-0.031046,-0.076721262
VAC14,489.0,0.396517204,827.0,0.326168,0.005087457
VAMP8,451.0,0.398153421,156.0,-0.03518,0.188434977
VASP,824.0,0.388921088,342.0,0.015109,-0.021974024
VAT1,1456.0,0.406330787,120.0,0.235385,-0.096256577
VDAC3,475.0,0.440388181,210.0,0.009557,0.120848808
VDR,3209.0,0.450036866,401.0,0.249248,0.183304712
VGLL4,2489.0,0.432812067,506.0,0.350491,0.123924032
VIM,431.0,0.411136971,462.0,0.502335,-0.030297662
VLDLR,6202.0,0.388727284,416.0,-0.544406,-0.419888356
VPS28,291.0,0.476756313,109.0,0.056196,0.046154083
VPS33B,559.0,0.447669729,583.0,0.315034,0.316645318
VPS39,2053.0,0.440628838,173.0,0.372807,0.079517273
VPS52,2870.0,0.393546356,887.0,0.044777,0.109411203
WASF2,4090.0,0.365213822,245.0,0.035516,-0.273610186
WBP2,1040.0,0.392225719,515.0,1.793484,1.204390479
WDFY2,7044.0,0.36603015,340.0,0.053878,0.376564517
WDR1,1039.0,0.393247178,368.0,0.235525,0.065038592
WDR36,3619.0,0.40459335,117.0,-0.241448,-0.127376559
WDR37,8068.0,0.365587877,173.0,0.048105,0.000218455
WDR4,293.0,0.380589271,581.0,0.126811,-0.056555616
WDR47,1216.0,0.402106333,376.0,-0.589424,-0.158186035
WDR48,1924.0,0.419028298,472.0,-0.023311,0.282111002
WDR5,1979.0,0.401607191,171.0,-0.121943,0.118351708
WDR54,97.0,0.394793766,128.0,-1.229848,-0.467538937
WDR61,197.0,0.411764619,310.0,-0.150129,-0.047839254
WDR77,4184.0,0.412330102,139.0,-0.353288,-0.069157683
WDR91,4946.0,0.380864599,823.0,-0.282972,-0.065722211
WDR92,2520.0,0.427217839,117.0,-0.200135,-0.040290499
YTHDF1,1279.0,0.384821843,294.0,0.294578,0.242384518
YTHDF3,3082.0,0.406652071,509.0,-0.475872,-0.126451383
YY1,5192.0,0.440120149,480.0,-0.211597,-0.008701966
ZBED1,2221.0,0.457533868,282.0,0.234919,-0.03439507
ZBTB8OS,1087.0,0.406816332,276.0,-0.402966,-0.160727582
ZC3H12A,768.0,0.421626239,1056.0,-0.35503,0.338628704
ZC3H4,2169.0,0.436042942,38.0,0.351341,0.209706124
ZCCHC10,81.0,0.361883573,67.0,-0.326285,-0.517404432
ZCCHC2,2006.0,0.404185753,0.0,0.46795,-0.766261067
ZFP36L1,2846.0,0.395541595,976.0,-0.200689,0.089214958
ZMAT2,1942.0,0.460376067,101.0,-0.316011,0.153763788
ZMIZ2,4165.0,0.419562196,128.0,0.107904,-0.163312613
ZMYM3,1292.0,0.378831729,749.0,-0.137128,-0.163424466
ZNF207,13817.0,0.386696564,148.0,0.255026,0.137475028
ZNF414,113.0,0.422835658,118.0,0.449556,-0.189528108
ZNF511,243.0,0.452392726,55.0,0.32385,0.017216645
ZNF516,4816.0,0.393186692,318.0,0.772948,0.228481709
ZNF622,1298.0,0.463753859,120.0,-0.114492,0.108065992
ZNHIT2,49.0,0.440612513,85.0,-0.246488,-0.218928
ZWINT,4585.0,0.411772707,37.0,0.025888,0.049844027
