,3prime,tAI,max_5_UTR_length,TCGA-AO-A0J6,TCGA-AO-A0J6.1
SFXN4,500.0,0.402513841,45.0,0.704535,-0.055435242
SH3BP1,433.0,0.395530944,313.0,1.858781,-0.092416406
SH3PXD2B,4870.0,0.420952884,171.0,0.907012,-0.043249309
SHMT1,4335.0,0.394510245,509.0,0.391514,0.357261903
SIGLEC1,1590.0,0.42099348,0.0,0.308395,0.286456398
SIPA1,2933.0,0.437718847,296.0,0.228765,0.22807067
SIRPA,3027.0,0.429235057,360.0,0.605092,0.02017466
SKP1,8791.0,0.433886974,179.0,-1.303946,-0.085254747
SLBP,3046.0,0.391438372,553.0,-0.197752,-0.31723543
SLC25A10,1929.0,0.386184273,191.0,0.662388,-0.311862549
SLC25A19,477.0,0.386093473,224.0,1.205511,-0.028769516
SLC25A20,787.0,0.382641976,199.0,-0.024099,0.000316528
SLC25A3,504.0,0.383836987,354.0,0.844837,-1.036111393
SLC25A40,2688.0,0.363984785,375.0,-0.710577,0.447334241
SLC25A6,450.0,0.487227384,137.0,0.736035,-0.301754126
SLC27A3,163.0,0.439664345,91.0,-0.665174,-0.194132077
SLC29A1,2913.0,0.455987116,491.0,-2.294504,0.903297921
SLC39A10,2661.0,0.346494338,214.0,-1.569993,0.280007789
SLC44A1,8291.0,0.4365497,264.0,-0.382483,0.058998813
SLC9A3R1,709.0,0.400889529,235.0,-0.038398,-0.752070973
SMAP2,1225.0,0.404145004,415.0,0.239239,0.072444176
SMC1A,5954.0,0.490702048,340.0,-0.538257,-0.258077706
SMG5,1363.0,0.383248033,540.0,1.722132,-0.161838734
SMS,2660.0,0.417677888,252.0,0.951815,-0.476491696
SMYD3,223.0,0.378821529,130.0,-0.55594,-0.013712953
SNRNP200,676.0,0.454045162,132.0,-0.20686,-0.376167965
SNRPC,474.0,0.427936125,450.0,0.530728,-0.036436445
SNRPD1,4386.0,0.384326147,161.0,0.603098,-0.054007816
SNRPN,279.0,0.390283395,1145.0,-0.606287,-0.273478289
SNX24,5071.0,0.338464018,185.0,0.183739,0.160502392
SNX30,6144.0,0.426743352,148.0,-0.312886,0.102695553
SNX33,5086.0,0.383330712,96.0,-0.24287,0.650638841
SOD1,353.0,0.438546885,148.0,0.370758,0.273450912
SOD2,13436.0,0.435065133,1828.0,2.28506,0.53882385
SP110,3922.0,0.401738483,258.0,0.772268,-0.537035906
SPC24,1691.0,0.381793277,320.0,0.479577,-0.334464404
SPC25,540.0,0.373816265,131.0,0.035662,-0.413886902
SPCS1,3333.0,0.417439524,205.0,-0.818344,-0.823855486
SPI1,383.0,0.406748349,223.0,0.524345,0.09297565
SPRYD4,1406.0,0.430591965,75.0,0.428171,0.014647071
SQSTM1,1485.0,0.412192979,360.0,0.78456,0.029258249
SRC,2671.0,0.437602812,449.0,0.517109,0.361028837
SRGAP2,3018.0,0.377689891,542.0,-0.386411,0.170880941
SRI,5365.0,0.424260151,79.0,0.226031,0.041587372
SRP19,2645.0,0.430943803,189.0,-0.144823,-0.201048009
SRPRB,1784.0,0.427990824,285.0,0.875839,-0.658480004
SRR,1392.0,0.393840903,354.0,-0.949519,0.52489207
SRXN1,2099.0,0.37663928,185.0,0.485006,0.022620539
SS18L2,777.0,0.45997865,208.0,-0.4618,-0.333297208
SSH1,5298.0,0.373517564,146.0,0.182822,0.478014297
SSH3,2595.0,0.376349937,178.0,-0.407988,0.29285636
SSR2,592.0,0.425839932,80.0,0.698683,0.264340959
SSR3,3698.0,0.388415977,156.0,-0.400243,-0.885476091
SSR4,87.0,0.444947593,150.0,0.746957,-0.126901202
SSRP1,422.0,0.394601844,267.0,0.897309,-0.613500482
SSU72,400.0,0.445120823,325.0,-0.166436,-0.220531021
ST13,3666.0,0.439823793,468.0,-0.037676,-0.225012249
ST14,553.0,0.454138745,193.0,0.894424,-0.231895932
ST3GAL4,594.0,0.39537481,557.0,1.308657,0.275323578
STAP1,541.0,0.398288494,113.0,-0.464297,-0.696591232
STARD10,1682.0,0.427301627,944.0,-0.312556,-0.613909916
STAT1,3294.0,0.408136156,388.0,1.391347,-0.405452929
STAT2,1791.0,0.409862748,203.0,0.639895,-0.051724709
STAT6,1168.0,0.380869476,499.0,0.035567,0.235582604
STMN1,1138.0,0.394107416,364.0,0.244918,-0.958919229
STOM,2222.0,0.387137797,117.0,-0.17527,0.672703775
STOML2,531.0,0.456962681,143.0,1.563273,-0.305823249
STX11,4481.0,0.457080677,192.0,0.952884,1.181514716
STX3,5058.0,0.403902965,547.0,0.582215,-0.287817704
STX7,14891.0,0.417568039,327.0,0.281015,0.08268411
STX8,107.0,0.378438911,150.0,0.549678,0.381689212
SUCLG1,223.0,0.43877655,193.0,0.552484,0.024988314
SUFU,3380.0,0.361614756,191.0,0.06485,0.337073623
SUMF1,999.0,0.37076871,37.0,-0.285575,0.196463097
SUPT4H1,1112.0,0.438747077,103.0,0.002754,-0.244731422
SURF2,1720.0,0.440503417,48.0,1.076099,-0.048084968
SURF4,2281.0,0.385472445,476.0,0.373923,0.111005389
SURF6,4908.0,0.42467207,78.0,0.394856,-0.845686885
SYTL1,80.0,0.364244725,197.0,-2.113111,-0.249959058
TACC3,165.0,0.385699108,155.0,0.455127,-0.84635729
TADA2B,3064.0,0.464060586,151.0,-1.057401,-0.169840679
TAF12,689.0,0.435926756,522.0,-0.282065,-0.177873174
TAP2,5256.0,0.374969764,175.0,2.534727,-0.571997488
TATDN2,2040.0,0.415810908,581.0,0.942635,-1.056477928
TBC1D20,3109.0,0.435441414,148.0,-0.555128,0.073002135
TBC1D9B,1396.0,0.395340616,37.0,0.375912,-0.024145325
TBCC,556.0,0.434161456,73.0,-0.36466,0.14962061
TCEAL3,260.0,0.368171822,262.0,-0.64676,-0.15443315
TCEAL4,3020.0,0.432120515,489.0,-0.717934,-0.144443685
TCOF1,1640.0,0.41523122,108.0,1.528077,-0.44276517
TDP1,1721.0,0.418036689,317.0,-0.686029,-0.057051324
TDRD7,242.0,0.375852104,234.0,1.316935,0.172171979
TDRKH,973.0,0.419795099,182.0,1.207898,-0.100221799
TEP1,2777.0,0.379550228,40.0,-0.973404,0.0972363
TFE3,1431.0,0.379068139,541.0,0.032234,0.212170872
TFEB,621.0,0.429366592,302.0,0.60856,0.276039988
THADA,112.0,0.415199561,352.0,0.755035,-0.120448231
THBD,2144.0,0.448063145,160.0,-2.385466,1.110463714
THUMPD1,2715.0,0.455087735,225.0,-0.254785,-0.077029389
THYN1,205.0,0.377954149,484.0,-0.104712,-0.068218115
TIMM50,3932.0,0.424829064,722.0,0.671262,-0.299931483
TIMM8B,2046.0,0.447942532,30.0,-0.241489,-0.448939032
TK2,3965.0,0.360054507,593.0,0.230018,0.386302631
TLE1,571.0,0.374791795,1295.0,0.152976,0.598535713
TM9SF2,2020.0,0.372522209,233.0,-1.004014,-0.541048993
TMED3,1710.0,0.439016102,188.0,-0.65722,-0.544852142
TMED9,708.0,0.44685712,67.0,0.899048,-0.293684611
TMEM126A,52.0,0.406087664,295.0,1.105631,0.182849959
TMEM199,2431.0,0.370998168,90.0,-0.128093,-0.331005798
TMEM63A,1407.0,0.385482014,622.0,0.007679,-0.621018317
TMOD1,2050.0,0.392927141,213.0,2.469288,1.876985514
TMSB10,278.0,0.470652003,95.0,0.643694,0.028322206
TNFAIP2,2079.0,0.44214387,131.0,2.635536,-0.024641646
TNFAIP3,1995.0,0.416242917,370.0,0.854481,0.032454465
TNFAIP8L2,497.0,0.440670719,126.0,0.330341,0.63345163
TNIP1,770.0,0.448321216,241.0,1.552799,0.045988872
TNK2,822.0,0.420245651,543.0,0.440182,0.028287656
TNPO2,2070.0,0.408799881,358.0,0.099894,-0.084029996
TNRC18,1316.0,0.449521205,349.0,0.137844,-0.417711514
TOMM5,518.0,0.441712708,107.0,1.451191,-1.208829087
TOP2A,1003.0,0.364102812,159.0,1.016655,-1.041996061
TOR1A,3160.0,0.446121485,77.0,0.082589,-0.028319295
TPD52L2,1600.0,0.385071878,138.0,0.157611,0.052475585
TPI1,620.0,0.479135356,527.0,0.883307,0.111812637
TPM1,757.0,0.403626605,257.0,-1.093787,2.278214831
TRAF1,7433.0,0.438949906,572.0,0.844954,-0.195598243
TRAF3,5716.0,0.386659664,353.0,0.091989,-0.055446946
TRAF6,6100.0,0.426668941,381.0,-0.731697,0.171443802
TRAPPC3,634.0,0.441060625,519.0,0.713672,-0.518039932
TRAPPC5,42.0,0.453352607,241.0,0.071577,-0.143071641
TRAPPC6B,2539.0,0.437369008,335.0,-0.952017,0.156588033
TRAPPC9,3079.0,0.431357199,134.0,0.26907,-0.050423057
TRIM11,3522.0,0.453298916,255.0,-0.355677,-0.195695975
TRIM13,5308.0,0.419190719,763.0,-1.195518,-0.384523556
TRIM14,3117.0,0.369225689,165.0,1.136653,-0.380672788
TRIM22,1215.0,0.424423711,379.0,1.248476,0.250690854
TRIM26,1431.0,0.384319522,565.0,0.351405,-0.200947163
TRIM27,2956.0,0.441704825,359.0,0.034146,0.173900966
TRIM41,1657.0,0.454716896,737.0,-0.525382,-0.188548817
TRIM5,2312.0,0.426412011,303.0,0.741428,-0.083517691
TRIP12,3739.0,0.40441217,297.0,0.107737,-0.198160166
TRIP13,2852.0,0.433721983,145.0,1.618538,-0.351837597
TRMT5,3660.0,0.405137655,572.0,-0.556215,-0.120284292
TRUB2,4655.0,0.434714666,759.0,0.08375,0.129844995
TSFM,1390.0,0.429356434,57.0,0.779075,-0.111841303
TSPAN14,15147.0,0.398868986,305.0,-0.230903,0.200257869
TSPYL1,7303.0,0.373212405,287.0,-1.485129,0.01303402
TSR2,1366.0,0.464925113,443.0,0.053599,-0.331543434
TTC39C,3394.0,0.378954091,452.0,-0.482212,-0.198945592
TTC7A,2213.0,0.393400181,1272.0,1.451964,0.214249372
TTPAL,5319.0,0.425556123,145.0,0.405862,-0.334051037
TUBA1C,110.0,0.451729991,576.0,1.181358,-0.016041704
TUBA4A,644.0,0.402818439,556.0,0.004427,-0.315920327
TUBB,1030.0,0.390058461,509.0,0.380201,-0.091939248
TUBB6,2302.0,0.468445054,1139.0,1.129249,0.442306431
TUBGCP4,1934.0,0.368175973,296.0,-0.05311,0.460936657
TUSC1,1294.0,0.429789613,537.0,-0.955908,-0.585201535
TXNL4A,3129.0,0.472736328,466.0,-0.524463,-0.186585641
TYMP,18.0,0.429537249,376.0,1.697904,-0.13074269
TYMS,581.0,0.364557025,159.0,1.217862,-0.20203938
UBAP2L,353.0,0.367068802,167.0,0.42667,-0.360219785
UBE2B,4002.0,0.405496028,420.0,-1.061666,0.426686378
UBE2E2,1962.0,0.352966355,180.0,1.850644,-0.851391493
UBE2L3,2365.0,0.455573936,198.0,-0.396386,-0.297299683
UBE2L6,703.0,0.431638779,653.0,1.789521,-0.14484828
UBE4B,1283.0,0.418913915,688.0,-0.753109,-0.108444466
UBR4,797.0,0.387393976,4.0,-0.382306,-0.202750173
UBTF,2209.0,0.400105612,296.0,-0.266792,-0.438280647
UBXN1,220.0,0.422601268,194.0,0.597734,0.177226805
UCK2,4043.0,0.447469338,640.0,1.818655,-0.533241744
UGGT1,5935.0,0.374564832,178.0,-0.825893,-0.131459865
UHRF1BP1,5130.0,0.373569339,234.0,0.718102,-0.125968662
UNC45A,377.0,0.475530537,1022.0,-0.562945,-0.038070073
UNG,1024.0,0.368897526,209.0,0.848234,-0.57846272
UNK,1388.0,0.447315534,42.0,-0.241547,-0.209697707
UQCR11,4379.0,0.470309826,75.0,0.10138,-0.057209812
UQCRC1,129.0,0.462829321,45.0,-0.351261,0.239768639
UQCRH,193.0,0.365128489,320.0,0.889994,0.051977945
UROD,171.0,0.391539164,133.0,0.748753,0.064580286
UROS,3849.0,0.422413435,266.0,0.493069,0.399999628
USP18,580.0,0.434940763,338.0,0.677464,0.13091143
USP39,571.0,0.39295741,223.0,0.495019,-0.283644063
UTP6,2466.0,0.429918331,83.0,0.939426,-0.144389887
VAC14,489.0,0.396517204,827.0,0.69068,0.073248512
VAMP8,451.0,0.398153421,156.0,0.648317,-0.853255033
VASP,824.0,0.388921088,342.0,-0.213973,0.102042306
VAT1,1456.0,0.406330787,120.0,0.244782,0.401583532
VDAC3,475.0,0.440388181,210.0,1.805137,-0.366567678
VDR,3209.0,0.450036866,401.0,0.869262,0.731600673
VGLL4,2489.0,0.432812067,506.0,0.734954,-0.265278866
VIM,431.0,0.411136971,462.0,0.299075,0.926634907
VPS28,291.0,0.476756313,109.0,-0.221415,0.009124445
VPS33B,559.0,0.447669729,583.0,-0.394042,0.224847297
VPS39,2053.0,0.440628838,173.0,-0.767987,0.014152581
VPS52,2870.0,0.393546356,887.0,-0.341725,0.15114375
WASF2,4090.0,0.365213822,245.0,-0.557971,-0.109975045
WBP2,1040.0,0.392225719,515.0,1.241763,-0.107618777
WDFY2,7044.0,0.36603015,340.0,-0.410296,0.31204008
WDR1,1039.0,0.393247178,368.0,0.490909,0.358907565
WDR36,3619.0,0.40459335,117.0,-0.780589,-0.390644626
WDR37,8068.0,0.365587877,173.0,0.055981,-0.123760495
WDR4,293.0,0.380589271,581.0,0.779695,0.047507353
WDR47,1216.0,0.402106333,376.0,-0.242808,0.025276111
WDR48,1924.0,0.419028298,472.0,0.168132,0.246142536
WDR5,1979.0,0.401607191,171.0,0.897806,-0.039955927
WDR54,97.0,0.394793766,128.0,0.755728,0.586645476
WDR61,197.0,0.411764619,310.0,-0.681271,0.043563122
WDR77,4184.0,0.412330102,139.0,1.006935,-0.301832643
WDR91,4946.0,0.380864599,823.0,0.576724,0.081907064
WDR92,2520.0,0.427217839,117.0,0.426606,0.057523166
YTHDF1,1279.0,0.384821843,294.0,0.13324,-0.248117734
YTHDF3,3082.0,0.406652071,509.0,0.036616,-0.270032957
YY1,5192.0,0.440120149,480.0,-0.480549,-0.686544691
ZBED1,2221.0,0.457533868,282.0,0.22309,0.225056018
ZBTB8OS,1087.0,0.406816332,276.0,-0.697814,0.303423708
ZC3H12A,768.0,0.421626239,1056.0,-0.786715,-0.049977292
ZC3H4,2169.0,0.436042942,38.0,-0.592819,-0.31066046
ZCCHC10,81.0,0.361883573,67.0,-0.950885,1.803792078
ZFP36L1,2846.0,0.395541595,976.0,0.349706,-0.112533353
ZMAT2,1942.0,0.460376067,101.0,0.850466,-0.833561113
ZMIZ2,4165.0,0.419562196,128.0,0.878006,-0.000709709
ZMYM3,1292.0,0.378831729,749.0,-0.455086,-0.154775678
ZNF207,13817.0,0.386696564,148.0,0.158261,-0.294645212
ZNF414,113.0,0.422835658,118.0,-0.414092,0.17274025
ZNF511,243.0,0.452392726,55.0,0.575798,0.367026091
ZNF516,4816.0,0.393186692,318.0,-1.259061,-0.411426213
ZNF622,1298.0,0.463753859,120.0,0.226868,-0.420524794
ZNHIT2,49.0,0.440612513,85.0,-0.380468,0.001860336
ZNHIT3,419.0,0.425204303,73.0,0.007846,-0.189955445
