,3prime,tAI,max_5_UTR_length,TCGA-A8-A08Z,TCGA-A8-A08Z.1
SLBP,3046.0,0.391438372,553.0,-0.28832,-0.431889802
SLC25A10,1929.0,0.386184273,191.0,-0.604898,-0.088697028
SLC25A19,477.0,0.386093473,224.0,0.356962,-0.792235233
SLC25A20,787.0,0.382641976,199.0,-0.078342,0.013089135
SLC25A3,504.0,0.383836987,354.0,-0.234319,-0.65382318
SLC25A40,2688.0,0.363984785,375.0,0.120516,0.172557853
SLC25A6,450.0,0.487227384,137.0,-0.318081,-0.61068316
SLC27A3,163.0,0.439664345,91.0,-0.521079,-0.188183668
SLC29A1,2913.0,0.455987116,491.0,-0.721204,-0.806661831
SLC39A10,2661.0,0.346494338,214.0,0.260642,-0.266708943
SLC43A2,6357.0,0.437839378,341.0,-0.324734,-0.244259415
SLC44A1,8291.0,0.4365497,264.0,0.87027,-0.372966883
SLC9A3R1,709.0,0.400889529,235.0,-0.860922,-0.556128648
SMAP2,1225.0,0.404145004,415.0,-0.032514,-0.091637437
SMC1A,5954.0,0.490702048,340.0,0.118384,0.120033183
SMG5,1363.0,0.383248033,540.0,0.136955,0.017714636
SMS,2660.0,0.417677888,252.0,0.633179,0.487299474
SMYD3,223.0,0.378821529,130.0,-0.313246,0.159645792
SNRNP200,676.0,0.454045162,132.0,0.079502,0.103209685
SNRPC,474.0,0.427936125,450.0,-0.380158,0.12821784
SNRPD1,4386.0,0.384326147,161.0,-0.1765,0.308154808
SNRPN,279.0,0.390283395,1145.0,-0.362992,0.320325511
SNX24,5071.0,0.338464018,185.0,0.429822,0.373349732
SNX30,6144.0,0.426743352,148.0,0.557539,0.221516623
SNX33,5086.0,0.383330712,96.0,-0.075626,0.066944753
SOD1,353.0,0.438546885,148.0,-0.441322,-0.116689563
SOD2,13436.0,0.435065133,1828.0,0.588895,0.443193429
SP110,3922.0,0.401738483,258.0,0.255694,-0.377402997
SPC24,1691.0,0.381793277,320.0,-0.092185,-0.224729186
SPC25,540.0,0.373816265,131.0,-0.421222,-0.237054324
SPCS1,3333.0,0.417439524,205.0,-0.318262,-0.758714235
SPI1,383.0,0.406748349,223.0,0.989062,-0.000337545
SPRYD4,1406.0,0.430591965,75.0,-0.347547,-0.213743683
SQSTM1,1485.0,0.412192979,360.0,-0.348795,-0.451424743
SRC,2671.0,0.437602812,449.0,-0.674715,-0.370557706
SRGAP2,3018.0,0.377689891,542.0,0.712169,0.257746526
SRI,5365.0,0.424260151,79.0,0.109738,0.242536754
SRP19,2645.0,0.430943803,189.0,-0.183923,-0.025811911
SRPRB,1784.0,0.427990824,285.0,-0.281527,-0.738068827
SRR,1392.0,0.393840903,354.0,0.396482,-0.251508477
SRXN1,2099.0,0.37663928,185.0,-0.447813,-0.547312541
SS18L2,777.0,0.45997865,208.0,-0.311594,0.193950889
SSH1,5298.0,0.373517564,146.0,0.771614,0.015181863
SSH3,2595.0,0.376349937,178.0,-0.045972,0.371192234
SSR2,592.0,0.425839932,80.0,0.048615,-0.275130854
SSR3,3698.0,0.388415977,156.0,0.058373,-0.927140583
SSR4,87.0,0.444947593,150.0,-0.824664,-0.417500663
SSRP1,422.0,0.394601844,267.0,-0.005285,0.166812324
SSU72,400.0,0.445120823,325.0,-0.215101,0.181878844
ST13,3666.0,0.439823793,468.0,-0.741834,-0.429596163
ST14,553.0,0.454138745,193.0,0.138651,-0.280410217
STAP1,541.0,0.398288494,113.0,-1.583996,-0.347077052
STARD10,1682.0,0.427301627,944.0,-2.055282,-0.689555091
STAT1,3294.0,0.408136156,388.0,-0.356972,-0.981121655
STAT2,1791.0,0.409862748,203.0,-0.074363,-0.214183025
STAT6,1168.0,0.380869476,499.0,-0.189914,0.32895569
STMN1,1138.0,0.394107416,364.0,0.132349,0.326962105
STOM,2222.0,0.387137797,117.0,-0.206352,-0.708058295
STOML2,531.0,0.456962681,143.0,-0.362848,-0.181376507
STX11,4481.0,0.457080677,192.0,0.352687,-0.155750104
STX3,5058.0,0.403902965,547.0,-0.049807,-0.301637611
STX7,14891.0,0.417568039,327.0,0.570229,-0.471323733
STX8,107.0,0.378438911,150.0,-0.093459,-0.193825476
SUCLG1,223.0,0.43877655,193.0,-0.371345,-0.123537069
SUFU,3380.0,0.361614756,191.0,0.071215,0.601940127
SUMF1,999.0,0.37076871,37.0,0.255023,0.005746434
SUPT4H1,1112.0,0.438747077,103.0,-0.246262,0.209994856
SURF2,1720.0,0.440503417,48.0,-0.329922,0.057964636
SURF4,2281.0,0.385472445,476.0,-0.00521,-0.569495764
SURF6,4908.0,0.42467207,78.0,-0.036749,-0.044773433
SUV39H1,1669.0,0.463566826,266.0,-0.422053,-0.062989432
SVIP,4195.0,0.357937352,217.0,-0.506881,-0.569205265
SYTL1,80.0,0.364244725,197.0,-0.565118,-0.070707651
TACC3,165.0,0.385699108,155.0,-0.246505,-0.029472889
TADA2B,3064.0,0.464060586,151.0,-0.172646,0.197249709
TAF12,689.0,0.435926756,522.0,0.004479,0.130452358
TAP2,5256.0,0.374969764,175.0,-0.464001,-1.040748908
TATDN2,2040.0,0.415810908,581.0,0.145434,-0.228505697
TBC1D20,3109.0,0.435441414,148.0,-0.218575,-0.435704246
TBC1D9B,1396.0,0.395340616,37.0,0.143712,0.065070047
TBCC,556.0,0.434161456,73.0,-0.433743,0.291120702
TCEAL3,260.0,0.368171822,262.0,-0.59356,-0.17040405
TCEAL4,3020.0,0.432120515,489.0,-0.386452,-0.004962584
TCOF1,1640.0,0.41523122,108.0,-0.246487,-0.105483727
TDP1,1721.0,0.418036689,317.0,-0.016514,0.248687612
TDRD7,242.0,0.375852104,234.0,0.212277,-0.100384713
TDRKH,973.0,0.419795099,182.0,1.183351,0.165554838
TEP1,2777.0,0.379550228,40.0,0.354606,-0.083604149
TFE3,1431.0,0.379068139,541.0,0.087615,0.091281635
TFEB,621.0,0.429366592,302.0,0.191381,-0.306615832
THADA,112.0,0.415199561,352.0,-0.513984,-0.291017827
THBD,2144.0,0.448063145,160.0,-0.159718,-0.380042448
THUMPD1,2715.0,0.455087735,225.0,0.346047,0.449391589
THYN1,205.0,0.377954149,484.0,-0.100204,0.330135983
TIMM50,3932.0,0.424829064,722.0,-0.49215,-0.300225603
TIMM8B,2046.0,0.447942532,30.0,0.093563,0.083541617
TK2,3965.0,0.360054507,593.0,0.217189,-0.121315319
TLE1,571.0,0.374791795,1295.0,-0.803159,-0.57093158
TM9SF2,2020.0,0.372522209,233.0,0.178249,-0.664766737
TMED3,1710.0,0.439016102,188.0,-0.478231,-0.196478373
TMED9,708.0,0.44685712,67.0,-0.305274,-0.442202329
TMEM126A,52.0,0.406087664,295.0,-0.211896,0.10936589
TMEM199,2431.0,0.370998168,90.0,-0.259467,-0.647801597
TMEM63A,1407.0,0.385482014,622.0,0.288086,-0.200694506
TMOD1,2050.0,0.392927141,213.0,-0.625858,-0.131245306
TMSB10,278.0,0.470652003,95.0,-0.34009,-0.390252117
TNFAIP2,2079.0,0.44214387,131.0,-0.450043,-0.616455115
TNFAIP3,1995.0,0.416242917,370.0,0.156675,-0.02915788
TNFAIP8L2,497.0,0.440670719,126.0,0.458073,-0.107929966
TNIP1,770.0,0.448321216,241.0,-0.209078,0.18264326
TNK2,822.0,0.420245651,543.0,-0.429014,-0.01684675
TNPO2,2070.0,0.408799881,358.0,0.037794,0.147503868
TNRC18,1316.0,0.449521205,349.0,0.301078,-0.003252372
TOMM5,518.0,0.441712708,107.0,-0.358783,-0.22859134
TOP2A,1003.0,0.364102812,159.0,0.288764,-0.32578738
TOR1A,3160.0,0.446121485,77.0,-0.259841,0.133411626
TPD52L2,1600.0,0.385071878,138.0,0.080232,0.2093757
TPI1,620.0,0.479135356,527.0,-0.394012,-0.06738356
TPM1,757.0,0.403626605,257.0,0.758706,0.539772755
TRAF1,7433.0,0.438949906,572.0,0.531554,-0.114395668
TRAF3,5716.0,0.386659664,353.0,0.510162,0.16665857
TRAF6,6100.0,0.426668941,381.0,0.273792,0.291923662
TRAPPC3,634.0,0.441060625,519.0,-0.118689,0.139634188
TRAPPC5,42.0,0.453352607,241.0,-0.697507,-0.09043787
TRAPPC6B,2539.0,0.437369008,335.0,0.400026,0.230455084
TRAPPC9,3079.0,0.431357199,134.0,-0.477023,-0.089837622
TRIM11,3522.0,0.453298916,255.0,-0.220585,-0.012002269
TRIM14,3117.0,0.369225689,165.0,0.351503,0.002059104
TRIM22,1215.0,0.424423711,379.0,0.056557,-0.34164249
TRIM26,1431.0,0.384319522,565.0,-0.672348,-0.231988454
TRIM27,2956.0,0.441704825,359.0,-0.247798,-0.331816804
TRIM41,1657.0,0.454716896,737.0,0.010431,0.193162282
TRIM5,2312.0,0.426412011,303.0,-0.236047,-0.051382744
TRIP12,3739.0,0.40441217,297.0,0.469186,-0.085949862
TRIP13,2852.0,0.433721983,145.0,-0.24205,-0.378722422
TRMT5,3660.0,0.405137655,572.0,0.221294,0.415130989
TRUB2,4655.0,0.434714666,759.0,-0.273875,-0.113000931
TSFM,1390.0,0.429356434,57.0,0.100666,-0.101283539
TSPAN14,15147.0,0.398868986,305.0,-0.167865,-0.536617739
TSPYL1,7303.0,0.373212405,287.0,-0.145385,-0.270391973
TSR2,1366.0,0.464925113,443.0,-0.593287,0.213902889
TTC39C,3394.0,0.378954091,452.0,-0.129745,-0.260364651
TTC7A,2213.0,0.393400181,1272.0,-0.059797,-0.389470154
TTPAL,5319.0,0.425556123,145.0,0.098916,-0.100473694
TUBA1C,110.0,0.451729991,576.0,-0.175371,-0.03410846
TUBA4A,644.0,0.402818439,556.0,-0.1401,-0.007709401
TUBB,1030.0,0.390058461,509.0,-0.199989,-0.014687688
TUBB6,2302.0,0.468445054,1139.0,0.571715,0.415243259
TUBGCP4,1934.0,0.368175973,296.0,0.069863,-0.168058117
TUSC1,1294.0,0.429789613,537.0,-0.065878,0.182362391
TXNL4A,3129.0,0.472736328,466.0,-0.258506,0.38697569
TYMP,18.0,0.429537249,376.0,-0.108469,-0.343724649
TYMS,581.0,0.364557025,159.0,-0.252828,-0.408099011
TYROBP,168.0,0.417048036,81.0,0.797356,0.174736174
UBAP2L,353.0,0.367068802,167.0,0.276467,0.436557746
UBE2B,4002.0,0.405496028,420.0,-0.214525,0.241084272
UBE2E1,1034.0,0.417917446,229.0,0.005259,0.075359089
UBE2E2,1962.0,0.352966355,180.0,0.014586,-0.479073817
UBE2L3,2365.0,0.455573936,198.0,-0.752803,-0.249190242
UBE2L6,703.0,0.431638779,653.0,-0.436411,-0.244651894
UBE4B,1283.0,0.418913915,688.0,0.412709,0.035481819
UBIAD1,2303.0,0.446280173,334.0,-0.44946,-0.471421369
UBR4,797.0,0.387393976,4.0,0.744992,0.017071888
UBTF,2209.0,0.400105612,296.0,0.034742,0.073931908
UBXN1,220.0,0.422601268,194.0,-0.318125,0.191970124
UCK2,4043.0,0.447469338,640.0,0.200095,0.382444874
UGGT1,5935.0,0.374564832,178.0,0.341643,-0.051793212
UHRF1BP1,5130.0,0.373569339,234.0,0.094799,-0.062352051
UNC45A,377.0,0.475530537,1022.0,-0.124166,-0.100197567
UNG,1024.0,0.368897526,209.0,-0.233256,-0.126148405
UNK,1388.0,0.447315534,42.0,-0.433837,0.232498003
UQCR11,4379.0,0.470309826,75.0,-0.277785,0.105567336
UQCRC1,129.0,0.462829321,45.0,-0.491419,-0.073897193
UQCRH,193.0,0.365128489,320.0,-0.340443,-0.158452998
UROD,171.0,0.391539164,133.0,-0.226889,0.324846736
UROS,3849.0,0.422413435,266.0,-0.504534,0.389015662
USP18,580.0,0.434940763,338.0,-1.205249,-0.564711526
USP39,571.0,0.39295741,223.0,-0.251974,0.073466077
UTP6,2466.0,0.429918331,83.0,0.14368,-0.051638209
VAC14,489.0,0.396517204,827.0,0.161209,-0.090056304
VAMP8,451.0,0.398153421,156.0,-0.495301,-0.889663073
VASP,824.0,0.388921088,342.0,-0.170527,0.124873251
VAT1,1456.0,0.406330787,120.0,0.239449,0.188530491
VDAC3,475.0,0.440388181,210.0,0.289796,0.130709943
VDR,3209.0,0.450036866,401.0,0.199552,0.249183977
VGLL4,2489.0,0.432812067,506.0,0.555847,0.266772522
VIM,431.0,0.411136971,462.0,0.609394,0.133727637
VPS28,291.0,0.476756313,109.0,-0.591491,0.192567261
VPS33B,559.0,0.447669729,583.0,-0.086183,0.174846546
VPS39,2053.0,0.440628838,173.0,0.167952,0.134650172
VPS52,2870.0,0.393546356,887.0,-0.13385,0.134332806
WASF2,4090.0,0.365213822,245.0,0.567306,0.175373469
WBP2,1040.0,0.392225719,515.0,-0.664756,0.035604994
WDFY2,7044.0,0.36603015,340.0,0.309526,-0.392863658
WDR1,1039.0,0.393247178,368.0,0.377512,0.195324612
WDR36,3619.0,0.40459335,117.0,0.032199,-0.029579298
WDR37,8068.0,0.365587877,173.0,0.089154,0.018362043
WDR4,293.0,0.380589271,581.0,-0.157604,0.012829307
WDR47,1216.0,0.402106333,376.0,0.843183,0.351105129
WDR48,1924.0,0.419028298,472.0,0.42023,0.250942256
WDR5,1979.0,0.401607191,171.0,0.229504,0.365880804
WDR54,97.0,0.394793766,128.0,1.008061,0.500125975
WDR61,197.0,0.411764619,310.0,-0.177859,0.207077062
WDR77,4184.0,0.412330102,139.0,-0.112632,0.265620479
WDR91,4946.0,0.380864599,823.0,0.409083,0.129449876
WDR92,2520.0,0.427217839,117.0,0.051998,0.203597713
YTHDF1,1279.0,0.384821843,294.0,-0.366962,-0.004004609
YTHDF3,3082.0,0.406652071,509.0,0.150863,0.089170853
YY1,5192.0,0.440120149,480.0,0.102735,0.383248611
ZBED1,2221.0,0.457533868,282.0,0.662385,0.49595392
ZBTB8OS,1087.0,0.406816332,276.0,-0.214081,-0.245603587
ZC3H12A,768.0,0.421626239,1056.0,-0.759284,0.080358665
ZC3H4,2169.0,0.436042942,38.0,-0.156571,0.226100656
ZCCHC10,81.0,0.361883573,67.0,-0.277766,0.440574209
ZFP36L1,2846.0,0.395541595,976.0,0.473308,0.557240421
ZMAT2,1942.0,0.460376067,101.0,-0.11769,0.384758711
ZMIZ2,4165.0,0.419562196,128.0,-0.289826,-0.048826459
ZMYM3,1292.0,0.378831729,749.0,-0.086632,-0.03026141
ZNF207,13817.0,0.386696564,148.0,-0.031847,0.360555256
ZNF414,113.0,0.422835658,118.0,-0.570733,0.000995636
ZNF511,243.0,0.452392726,55.0,-0.309865,0.314860137
ZNF516,4816.0,0.393186692,318.0,1.440132,0.378676505
ZNF622,1298.0,0.463753859,120.0,-0.306417,-0.097935518
ZNHIT2,49.0,0.440612513,85.0,-0.619711,-0.019166424
ZNHIT3,419.0,0.425204303,73.0,-0.12607,-0.284518886
ZWINT,4585.0,0.411772707,37.0,-0.374833,-0.26841376
