,3prime,tAI,max_5_UTR_length,TCGA-BH-A18Q,TCGA-BH-A18Q.1
SASH3,1369.0,0.387406112,182.0,0.208578,0.412555908
SCAMP4,1741.0,0.472519575,351.0,-0.718306,-0.380941508
SCO1,8645.0,0.407339367,61.0,-0.656452,-0.090898795
SDCCAG8,307.0,0.360606297,1542.0,0.577693,0.014317482
SEC11C,205.0,0.423646802,92.0,0.784368,0.538900929
SEC13,332.0,0.457264526,210.0,-0.104268,-0.182782539
SEC14L1,2986.0,0.420320088,665.0,0.421339,-0.302755342
SEC22A,2559.0,0.422343815,79.0,0.345082,-0.046293178
SEC24B,1221.0,0.400931805,155.0,-0.180966,-0.071856755
SEC24D,2115.0,0.386600041,297.0,-0.14453,-0.038534119
SEC61B,270.0,0.404562259,76.0,-0.672873,0.323023507
SEMA3F,960.0,0.38837398,318.0,-1.573131,-1.024880472
SEMA4A,755.0,0.412797256,345.0,1.15952,-0.112638835
SEMA4D,2318.0,0.393173667,572.0,0.214223,0.511381001
SERPINA1,1707.0,0.420489385,573.0,0.353162,0.019138693
SERPINB8,2096.0,0.38524815,520.0,0.044933,0.710621892
SETMAR,321.0,0.414235412,398.0,0.180096,0.277757052
SEZ6L2,540.0,0.431800162,245.0,-0.040685,0.123413864
SF1,2419.0,0.374481437,721.0,-0.072723,0.048925844
SF3B2,563.0,0.453902675,40.0,-0.099949,-0.01950775
SFXN4,500.0,0.402513841,45.0,-0.520176,-0.234690843
SH3BP1,433.0,0.395530944,313.0,0.860424,0.542565436
SH3PXD2B,4870.0,0.420952884,171.0,0.12653,0.005131586
SHMT1,4335.0,0.394510245,509.0,0.634238,-0.064051372
SIGLEC1,1590.0,0.42099348,0.0,0.387239,-0.10474088
SIPA1,2933.0,0.437718847,296.0,-0.63181,0.190307975
SIRPA,3027.0,0.429235057,360.0,1.815016,0.765485577
SKP1,8791.0,0.433886974,179.0,-0.294842,-0.340894598
SLBP,3046.0,0.391438372,553.0,0.279035,-0.071779585
SLC25A10,1929.0,0.386184273,191.0,0.479294,0.452133098
SLC25A19,477.0,0.386093473,224.0,0.085324,-0.484657602
SLC25A20,787.0,0.382641976,199.0,-0.856011,-0.134919651
SLC25A3,504.0,0.383836987,354.0,-0.027934,-0.456621497
SLC25A40,2688.0,0.363984785,375.0,0.22695,0.010166601
SLC25A42,2156.0,0.366871382,156.0,0.864904,0.965254899
SLC25A6,450.0,0.487227384,137.0,0.262071,-0.823791915
SLC27A3,163.0,0.439664345,91.0,-0.483291,-0.400885804
SLC39A10,2661.0,0.346494338,214.0,-0.172935,-0.426219277
SLC43A2,6357.0,0.437839378,341.0,0.859451,-0.251631108
SLC44A1,8291.0,0.4365497,264.0,-0.765144,-0.270471589
SLC9A3R1,709.0,0.400889529,235.0,-1.991348,-0.866373963
SMAP2,1225.0,0.404145004,415.0,-0.923677,-0.081763362
SMC1A,5954.0,0.490702048,340.0,0.802701,0.2487021
SMG5,1363.0,0.383248033,540.0,0.396901,0.042207772
SMS,2660.0,0.417677888,252.0,-0.393588,-0.262447602
SMYD3,223.0,0.378821529,130.0,-0.252061,-0.466170002
SNRNP200,676.0,0.454045162,132.0,0.446182,0.236869199
SNRPC,474.0,0.427936125,450.0,0.403548,-0.100628552
SNRPD1,4386.0,0.384326147,161.0,0.577268,0.257643848
SNRPN,279.0,0.390283395,1145.0,-1.549978,0.378999379
SNX24,5071.0,0.338464018,185.0,0.044565,0.200913074
SNX30,6144.0,0.426743352,148.0,-0.621965,-0.082839747
SNX33,5086.0,0.383330712,96.0,-0.375003,0.19875686
SOD1,353.0,0.438546885,148.0,-0.05908,-0.48117225
SOD2,13436.0,0.435065133,1828.0,1.423824,0.962157643
SP110,3922.0,0.401738483,258.0,-0.581357,0.134355556
SPC24,1691.0,0.381793277,320.0,2.091345,0.064222644
SPC25,540.0,0.373816265,131.0,0.603659,0.106323473
SPCS1,3333.0,0.417439524,205.0,-0.812642,0.333540592
SPI1,383.0,0.406748349,223.0,0.066892,1.049245293
SPRYD4,1406.0,0.430591965,75.0,-0.255855,-0.142036597
SQSTM1,1485.0,0.412192979,360.0,-0.879361,-1.019524023
SRC,2671.0,0.437602812,449.0,0.870211,-0.015991054
SRGAP2,3018.0,0.377689891,542.0,1.258049,0.372886694
SRI,5365.0,0.424260151,79.0,-1.158056,-0.121708076
SRP19,2645.0,0.430943803,189.0,0.174677,-0.132825782
SRPRB,1784.0,0.427990824,285.0,0.411613,0.412642818
SRR,1392.0,0.393840903,354.0,0.130358,0.094304607
SRXN1,2099.0,0.37663928,185.0,-0.614025,-0.389670052
SS18L2,777.0,0.45997865,208.0,-0.604755,0.024774988
SSH1,5298.0,0.373517564,146.0,-0.147604,0.094463574
SSH3,2595.0,0.376349937,178.0,-0.960442,-0.46185376
SSR2,592.0,0.425839932,80.0,0.277058,-1.037728663
SSR3,3698.0,0.388415977,156.0,0.279927,-1.59706411
SSR4,87.0,0.444947593,150.0,-0.056189,-0.130143624
SSRP1,422.0,0.394601844,267.0,0.031375,-0.098889533
SSU72,400.0,0.445120823,325.0,-0.575338,-0.08662109
ST13,3666.0,0.439823793,468.0,0.808735,-0.016149245
ST14,553.0,0.454138745,193.0,1.141785,-0.139872624
ST3GAL4,594.0,0.39537481,557.0,1.75216,0.367591215
STAP1,541.0,0.398288494,113.0,-1.377712,-1.472555778
STARD10,1682.0,0.427301627,944.0,-2.664328,-1.263630669
STAT1,3294.0,0.408136156,388.0,1.411976,0.812352184
STAT2,1791.0,0.409862748,203.0,1.340963,0.722747311
STAT6,1168.0,0.380869476,499.0,0.111411,0.374610643
STMN1,1138.0,0.394107416,364.0,1.898096,-0.326022541
STOM,2222.0,0.387137797,117.0,-0.464101,0.132828662
STOML2,531.0,0.456962681,143.0,0.455864,-0.076845193
STX11,4481.0,0.457080677,192.0,0.191684,0.574649452
STX3,5058.0,0.403902965,547.0,-1.336692,-1.079466368
STX7,14891.0,0.417568039,327.0,0.55737,-0.254819552
STX8,107.0,0.378438911,150.0,-0.593504,-0.075877926
SUCLG1,223.0,0.43877655,193.0,0.057943,0.103904085
SUFU,3380.0,0.361614756,191.0,0.272192,-0.123279045
SUMF1,999.0,0.37076871,37.0,-0.49198,0.223676562
SUPT4H1,1112.0,0.438747077,103.0,0.048773,0.467754106
SURF2,1720.0,0.440503417,48.0,-0.981985,-0.854176093
SURF4,2281.0,0.385472445,476.0,-0.618456,0.059831283
SURF6,4908.0,0.42467207,78.0,0.127009,-0.058663916
SUV39H1,1669.0,0.463566826,266.0,-0.076756,-0.292423772
SYTL1,80.0,0.364244725,197.0,-1.451672,-0.450788171
TACC3,165.0,0.385699108,155.0,0.238615,0.033674973
TADA2B,3064.0,0.464060586,151.0,-1.053357,-0.130677764
TAF12,689.0,0.435926756,522.0,-0.957901,-0.228479989
TAP2,5256.0,0.374969764,175.0,2.559579,1.304305752
TATDN2,2040.0,0.415810908,581.0,0.005935,0.259676674
TBC1D20,3109.0,0.435441414,148.0,0.015312,0.356413314
TBC1D9B,1396.0,0.395340616,37.0,-0.663385,-0.17270217
TBCC,556.0,0.434161456,73.0,0.272576,0.214375257
TCEAL3,260.0,0.368171822,262.0,-1.590579,-1.180008762
TCEAL4,3020.0,0.432120515,489.0,-1.443215,-0.591305741
TCOF1,1640.0,0.41523122,108.0,0.090593,-0.648741389
TDP1,1721.0,0.418036689,317.0,-0.263253,-0.031360593
TDRD7,242.0,0.375852104,234.0,-0.356578,0.133899795
TDRKH,973.0,0.419795099,182.0,0.780503,0.120107912
TEP1,2777.0,0.379550228,40.0,-0.361216,0.239273756
TFE3,1431.0,0.379068139,541.0,-0.632746,-1.405276118
TFEB,621.0,0.429366592,302.0,0.378431,-0.499047576
THADA,112.0,0.415199561,352.0,-0.588409,-0.084965232
THUMPD1,2715.0,0.455087735,225.0,-0.00026,0.063690493
THYN1,205.0,0.377954149,484.0,-0.23166,0.404170941
TIMM50,3932.0,0.424829064,722.0,0.045384,-0.402462999
TIMM8B,2046.0,0.447942532,30.0,-0.421609,-0.66773852
TK2,3965.0,0.360054507,593.0,-0.699395,0.128736015
TLE1,571.0,0.374791795,1295.0,0.228504,-0.016158965
TM9SF2,2020.0,0.372522209,233.0,0.821745,-0.007369303
TMED3,1710.0,0.439016102,188.0,0.043145,-0.237352907
TMED9,708.0,0.44685712,67.0,-0.742203,0.323806511
TMEM126A,52.0,0.406087664,295.0,-0.55417,0.154302529
TMEM199,2431.0,0.370998168,90.0,-0.745814,-0.284708597
TMEM63A,1407.0,0.385482014,622.0,0.670695,-0.297015752
TMOD1,2050.0,0.392927141,213.0,0.008095,-0.150702113
TMSB10,278.0,0.470652003,95.0,-0.508112,-0.36581414
TNFAIP2,2079.0,0.44214387,131.0,-0.411394,-0.160409308
TNFAIP3,1995.0,0.416242917,370.0,0.084494,0.640451951
TNFAIP8L2,497.0,0.440670719,126.0,-0.002257,0.417899066
TNIP1,770.0,0.448321216,241.0,-0.425425,-0.118802702
TNK2,822.0,0.420245651,543.0,0.382553,0.057854912
TNPO2,2070.0,0.408799881,358.0,0.745405,-0.014737216
TNRC18,1316.0,0.449521205,349.0,-0.306591,-0.1433951
TOMM5,518.0,0.441712708,107.0,0.170791,0.211568033
TOMM6,1957.0,0.431553434,255.0,0.036013,-0.48013342
TOP2A,1003.0,0.364102812,159.0,1.06862,-0.220059055
TOR1A,3160.0,0.446121485,77.0,-0.583004,0.236018618
TPD52L2,1600.0,0.385071878,138.0,0.291081,0.155676399
TPI1,620.0,0.479135356,527.0,0.371244,0.149084037
TPM1,757.0,0.403626605,257.0,-0.645071,-0.239516203
TRAF1,7433.0,0.438949906,572.0,0.423465,0.905058527
TRAF3,5716.0,0.386659664,353.0,-0.732473,-0.033780735
TRAF6,6100.0,0.426668941,381.0,-0.26736,0.19820821
TRAPPC3,634.0,0.441060625,519.0,0.252858,0.034229997
TRAPPC5,42.0,0.453352607,241.0,-0.834902,0.464816262
TRAPPC6B,2539.0,0.437369008,335.0,-0.34295,0.274259359
TRAPPC9,3079.0,0.431357199,134.0,0.427114,0.161516922
TRIM11,3522.0,0.453298916,255.0,-0.353166,0.090044791
TRIM14,3117.0,0.369225689,165.0,0.176876,0.337352457
TRIM22,1215.0,0.424423711,379.0,0.820904,0.876854936
TRIM26,1431.0,0.384319522,565.0,0.959735,0.30196004
TRIM27,2956.0,0.441704825,359.0,0.286084,0.14986988
TRIM41,1657.0,0.454716896,737.0,-0.590288,-0.327187125
TRIM5,2312.0,0.426412011,303.0,0.297912,0.265227451
TRIP12,3739.0,0.40441217,297.0,-0.394345,-0.034189107
TRIP13,2852.0,0.433721983,145.0,0.67867,-0.078354562
TRMT5,3660.0,0.405137655,572.0,-0.16963,-0.090989263
TRUB2,4655.0,0.434714666,759.0,-0.74389,0.132513495
TSFM,1390.0,0.429356434,57.0,0.238765,0.152390569
TSPAN14,15147.0,0.398868986,305.0,0.309358,0.199272834
TSPYL1,7303.0,0.373212405,287.0,0.076084,-0.017118242
TSR2,1366.0,0.464925113,443.0,-0.926039,0.09323067
TTC39C,3394.0,0.378954091,452.0,-0.669929,0.069497127
TTC7A,2213.0,0.393400181,1272.0,0.330935,0.845157066
TTPAL,5319.0,0.425556123,145.0,-0.66069,0.082071617
TUBA1C,110.0,0.451729991,576.0,-0.344846,-0.16928636
TUBA4A,644.0,0.402818439,556.0,-0.244919,0.402695516
TUBB,1030.0,0.390058461,509.0,0.52634,-0.123626648
TUBB6,2302.0,0.468445054,1139.0,0.898547,0.352377788
TUBGCP4,1934.0,0.368175973,296.0,0.052645,0.175809469
TUSC1,1294.0,0.429789613,537.0,0.082626,0.286447678
TXNL4A,3129.0,0.472736328,466.0,-0.782844,0.154599985
TYMP,18.0,0.429537249,376.0,0.446962,0.395094247
TYMS,581.0,0.364557025,159.0,2.214423,0.337944493
TYROBP,168.0,0.417048036,81.0,-0.266222,0.065307248
UBAP2L,353.0,0.367068802,167.0,0.352239,-0.199805335
UBE2B,4002.0,0.405496028,420.0,0.288474,0.143349382
UBE2E1,1034.0,0.417917446,229.0,0.337858,-0.017245763
UBE2L3,2365.0,0.455573936,198.0,0.195151,-0.293208639
UBE2L6,703.0,0.431638779,653.0,0.3177,0.132045984
UBE4B,1283.0,0.418913915,688.0,0.365895,0.129766152
UBIAD1,2303.0,0.446280173,334.0,-0.650785,-0.548963652
UBR4,797.0,0.387393976,4.0,0.480563,0.262909764
UBTF,2209.0,0.400105612,296.0,-0.188436,-0.200617118
UBXN1,220.0,0.422601268,194.0,-0.675697,-0.338464163
UCK2,4043.0,0.447469338,640.0,0.602497,0.224335934
UGGT1,5935.0,0.374564832,178.0,-0.11249,0.072987016
UHRF1BP1,5130.0,0.373569339,234.0,-0.077675,-0.134461737
UNC45A,377.0,0.475530537,1022.0,0.28092,0.104304439
UNG,1024.0,0.368897526,209.0,1.207331,0.618905665
UNK,1388.0,0.447315534,42.0,0.215846,-0.153813445
UQCR11,4379.0,0.470309826,75.0,-0.749402,-0.097653298
UQCRC1,129.0,0.462829321,45.0,-0.441277,0.158345554
UQCRH,193.0,0.365128489,320.0,0.54109,-0.215028282
UROD,171.0,0.391539164,133.0,0.04796,0.074169065
UROS,3849.0,0.422413435,266.0,-0.568633,-0.242865936
USP18,580.0,0.434940763,338.0,0.976672,0.124513235
USP39,571.0,0.39295741,223.0,0.094832,0.264179112
UTP6,2466.0,0.429918331,83.0,-0.180873,0.088046589
VAC14,489.0,0.396517204,827.0,0.312455,0.39481183
VAMP8,451.0,0.398153421,156.0,-0.521702,-0.122314305
VASP,824.0,0.388921088,342.0,0.484543,0.006951062
VAT1,1456.0,0.406330787,120.0,-0.749745,-0.192747404
VDAC3,475.0,0.440388181,210.0,-0.049706,0.223499047
VDR,3209.0,0.450036866,401.0,0.747295,0.56722755
VGLL4,2489.0,0.432812067,506.0,0.683269,0.347358768
VIM,431.0,0.411136971,462.0,-0.969737,-0.10969
VPS28,291.0,0.476756313,109.0,-0.23847,-0.23238008
VPS33B,559.0,0.447669729,583.0,-0.41699,0.136126439
VPS39,2053.0,0.440628838,173.0,-0.542698,0.168447333
VPS52,2870.0,0.393546356,887.0,0.084651,0.038181774
WASF2,4090.0,0.365213822,245.0,0.991592,0.004821908
WBP2,1040.0,0.392225719,515.0,0.738834,0.715011695
WDFY2,7044.0,0.36603015,340.0,0.441494,0.280393933
WDR1,1039.0,0.393247178,368.0,-0.170228,-0.086883384
WDR36,3619.0,0.40459335,117.0,-0.108902,0.262089991
WDR37,8068.0,0.365587877,173.0,0.450626,0.122525948
WDR4,293.0,0.380589271,581.0,1.191117,0.345237132
WDR47,1216.0,0.402106333,376.0,0.236732,0.030514853
WDR48,1924.0,0.419028298,472.0,0.245634,0.046455062
WDR5,1979.0,0.401607191,171.0,-0.171391,0.223166174
WDR54,97.0,0.394793766,128.0,-1.614542,-0.504012143
WDR61,197.0,0.411764619,310.0,-0.286208,0.212290669
WDR77,4184.0,0.412330102,139.0,0.369131,-0.247677866
WDR91,4946.0,0.380864599,823.0,-0.743391,0.017589314
WDR92,2520.0,0.427217839,117.0,-0.12719,0.042496198
YTHDF1,1279.0,0.384821843,294.0,-0.155731,-0.166569932
YTHDF3,3082.0,0.406652071,509.0,-0.26299,-0.378189935
YY1,5192.0,0.440120149,480.0,-0.083307,-0.163232385
ZBED1,2221.0,0.457533868,282.0,-0.133367,0.218753018
ZBTB8OS,1087.0,0.406816332,276.0,-0.171601,-0.17887073
ZC3H12A,768.0,0.421626239,1056.0,-0.100849,-0.380669368
ZC3H4,2169.0,0.436042942,38.0,0.651808,-0.061523104
ZCCHC10,81.0,0.361883573,67.0,-0.393666,0.16983017
ZCCHC2,2006.0,0.404185753,0.0,0.124185,0.045994089
ZFP36L1,2846.0,0.395541595,976.0,-0.152733,0.15247133
ZMAT2,1942.0,0.460376067,101.0,-0.021522,-1.294458458
ZMIZ2,4165.0,0.419562196,128.0,0.111805,-0.504578655
ZMYM3,1292.0,0.378831729,749.0,-0.003059,0.151297314
ZNF207,13817.0,0.386696564,148.0,0.063653,-0.057721752
ZNF414,113.0,0.422835658,118.0,0.233096,-0.854969703
ZNF511,243.0,0.452392726,55.0,-0.643479,-0.001084905
ZNF516,4816.0,0.393186692,318.0,-0.140231,-0.53109087
ZNF622,1298.0,0.463753859,120.0,-0.659525,-0.028565295
ZNHIT2,49.0,0.440612513,85.0,-1.832418,-0.146425845
ZNHIT3,419.0,0.425204303,73.0,-0.554219,0.092206164
ZWINT,4585.0,0.411772707,37.0,0.622687,-0.108877123
