,3prime,tAI,max_5_UTR_length,TCGA-A2-A0YG,TCGA-A2-A0YG.1
SETMAR,321.0,0.414235412,398.0,-0.228742,0.002478114
SEZ6L2,540.0,0.431800162,245.0,0.801936,0.360066103
SF1,2419.0,0.374481437,721.0,-0.014498,0.029610801
SF3B2,563.0,0.453902675,40.0,0.062332,0.109649656
SFXN4,500.0,0.402513841,45.0,0.035464,-0.0468623
SH3BP1,433.0,0.395530944,313.0,0.030754,-0.044140391
SH3PXD2B,4870.0,0.420952884,171.0,-0.078271,0.040133573
SHMT1,4335.0,0.394510245,509.0,0.297939,0.015106978
SIGLEC1,1590.0,0.42099348,0.0,-0.268471,0.286200151
SIPA1,2933.0,0.437718847,296.0,-0.877303,-0.200629561
SIRPA,3027.0,0.429235057,360.0,-0.913763,-0.165873193
SKP1,8791.0,0.433886974,179.0,0.18408,0.033289752
SLBP,3046.0,0.391438372,553.0,-0.138255,-0.219348888
SLC25A10,1929.0,0.386184273,191.0,0.319113,-0.183952822
SLC25A19,477.0,0.386093473,224.0,-0.298768,-0.322865536
SLC25A20,787.0,0.382641976,199.0,-0.377757,-0.295810863
SLC25A3,504.0,0.383836987,354.0,0.374733,0.135874991
SLC25A40,2688.0,0.363984785,375.0,0.973727,0.11625239
SLC25A42,2156.0,0.366871382,156.0,-0.741679,-0.134913535
SLC25A6,450.0,0.487227384,137.0,-1.408853,-0.486495527
SLC27A3,163.0,0.439664345,91.0,-1.230004,-0.22089217
SLC39A10,2661.0,0.346494338,214.0,0.19565,0.655072532
SLC43A2,6357.0,0.437839378,341.0,-0.498438,0.113292536
SLC43A3,838.0,0.382351997,447.0,-1.747319,-0.401209869
SLC44A1,8291.0,0.4365497,264.0,0.125219,-0.569339295
SLC9A3R1,709.0,0.400889529,235.0,1.326716,0.361346641
SMAP2,1225.0,0.404145004,415.0,0.040378,0.023761062
SMC1A,5954.0,0.490702048,340.0,1.333971,-0.04331404
SMG5,1363.0,0.383248033,540.0,-0.066386,0.186482254
SMS,2660.0,0.417677888,252.0,-0.546218,-0.672423924
SMYD3,223.0,0.378821529,130.0,-1.228674,-0.502542708
SNRNP200,676.0,0.454045162,132.0,0.306854,0.056716114
SNRPC,474.0,0.427936125,450.0,0.220236,-0.099645004
SNRPD1,4386.0,0.384326147,161.0,-0.252959,0.077656163
SNRPN,279.0,0.390283395,1145.0,-0.231918,0.150159966
SNX24,5071.0,0.338464018,185.0,-0.977426,-0.390505851
SNX30,6144.0,0.426743352,148.0,-0.167884,-0.063457055
SNX33,5086.0,0.383330712,96.0,-0.523739,0.022697469
SOD1,353.0,0.438546885,148.0,0.526873,0.028834364
SOD2,13436.0,0.435065133,1828.0,-0.6758,0.178515363
SP110,3922.0,0.401738483,258.0,1.031968,-0.186232382
SPC24,1691.0,0.381793277,320.0,1.461576,0.912435496
SPC25,540.0,0.373816265,131.0,1.144863,0.714226334
SPCS1,3333.0,0.417439524,205.0,0.255754,-0.337454251
SPI1,383.0,0.406748349,223.0,-1.065237,-0.283542971
SPRYD4,1406.0,0.430591965,75.0,0.165523,-0.267631781
SQSTM1,1485.0,0.412192979,360.0,0.245603,-0.213937338
SRC,2671.0,0.437602812,449.0,0.608053,0.410728767
SRGAP2,3018.0,0.377689891,542.0,0.369852,-0.06216895
SRI,5365.0,0.424260151,79.0,-1.464243,-0.656584233
SRP19,2645.0,0.430943803,189.0,0.157164,-0.084681255
SRPRB,1784.0,0.427990824,285.0,0.203791,0.48470111
SRR,1392.0,0.393840903,354.0,-2.21458,-0.138926147
SRXN1,2099.0,0.37663928,185.0,1.358759,0.46511743
SS18L2,777.0,0.45997865,208.0,-0.447993,0.531331913
SSH1,5298.0,0.373517564,146.0,0.594635,0.271384569
SSH3,2595.0,0.376349937,178.0,0.513617,0.20160761
SSR2,592.0,0.425839932,80.0,1.165852,0.255612957
SSR3,3698.0,0.388415977,156.0,-0.034753,-1.485998395
SSR4,87.0,0.444947593,150.0,-0.390059,-0.199389436
SSRP1,422.0,0.394601844,267.0,0.104108,0.008648667
SSU72,400.0,0.445120823,325.0,-0.579379,0.329390745
ST13,3666.0,0.439823793,468.0,0.155924,0.012615125
ST14,553.0,0.454138745,193.0,0.272103,-0.351442933
STARD10,1682.0,0.427301627,944.0,-0.505953,-0.650651746
STAT1,3294.0,0.408136156,388.0,0.278599,-0.381047597
STAT2,1791.0,0.409862748,203.0,-0.258558,-0.14365112
STAT6,1168.0,0.380869476,499.0,-0.563038,-0.151861353
STMN1,1138.0,0.394107416,364.0,0.766522,-0.301864999
STOM,2222.0,0.387137797,117.0,-0.469894,-0.305537534
STOML2,531.0,0.456962681,143.0,-0.197389,-0.607187433
STX11,4481.0,0.457080677,192.0,-0.974592,0.054799146
STX3,5058.0,0.403902965,547.0,0.527919,0.163768288
STX7,14891.0,0.417568039,327.0,0.074726,-0.243438333
STX8,107.0,0.378438911,150.0,-0.353602,0.415773592
SUCLG1,223.0,0.43877655,193.0,0.246439,-0.030930742
SUFU,3380.0,0.361614756,191.0,0.167725,-0.01316908
SUMF1,999.0,0.37076871,37.0,-0.358775,0.353185785
SUPT4H1,1112.0,0.438747077,103.0,-1.072565,-0.170720103
SURF2,1720.0,0.440503417,48.0,-0.123906,0.347899119
SURF4,2281.0,0.385472445,476.0,0.448157,0.227118554
SURF6,4908.0,0.42467207,78.0,-0.263291,-0.193890036
SVIP,4195.0,0.357937352,217.0,-0.63694,-0.319062694
SYTL1,80.0,0.364244725,197.0,-1.876933,-0.711313265
TACC3,165.0,0.385699108,155.0,0.762055,0.241893156
TADA2B,3064.0,0.464060586,151.0,0.097922,-0.196492894
TAF12,689.0,0.435926756,522.0,0.276548,-0.033214785
TAP2,5256.0,0.374969764,175.0,-0.271421,-0.405090551
TATDN2,2040.0,0.415810908,581.0,-0.045506,0.198811884
TBC1D20,3109.0,0.435441414,148.0,0.477564,0.087369513
TBC1D9B,1396.0,0.395340616,37.0,0.41617,0.237442296
TBCC,556.0,0.434161456,73.0,-0.247338,0.116809866
TCEAL3,260.0,0.368171822,262.0,-1.22353,-0.649731115
TCEAL4,3020.0,0.432120515,489.0,-0.180262,-0.11732495
TCOF1,1640.0,0.41523122,108.0,-0.077538,-0.107152823
TDP1,1721.0,0.418036689,317.0,0.266911,0.00658749
TDRD7,242.0,0.375852104,234.0,0.341899,0.188085242
TDRKH,973.0,0.419795099,182.0,0.293368,0.110379623
TEP1,2777.0,0.379550228,40.0,0.127152,-0.017526383
TFE3,1431.0,0.379068139,541.0,-1.045362,-0.440539623
TFEB,621.0,0.429366592,302.0,-1.205732,-0.112268961
THADA,112.0,0.415199561,352.0,-0.001476,0.217756684
THBD,2144.0,0.448063145,160.0,-0.841906,-0.298100565
THUMPD1,2715.0,0.455087735,225.0,0.003378,0.008326102
THYN1,205.0,0.377954149,484.0,-0.283945,-0.368333732
TIMM50,3932.0,0.424829064,722.0,-0.122211,-0.192623852
TIMM8B,2046.0,0.447942532,30.0,0.27995,-0.241827676
TK2,3965.0,0.360054507,593.0,0.060182,-0.18025307
TLE1,571.0,0.374791795,1295.0,1.018294,0.552934818
TM9SF2,2020.0,0.372522209,233.0,0.767201,0.139096371
TMED3,1710.0,0.439016102,188.0,0.324407,0.111381422
TMED9,708.0,0.44685712,67.0,0.242421,0.401446075
TMEM126A,52.0,0.406087664,295.0,-0.639415,-0.532766345
TMEM199,2431.0,0.370998168,90.0,0.344495,-0.417066784
TMEM63A,1407.0,0.385482014,622.0,-0.103869,0.101341666
TMOD1,2050.0,0.392927141,213.0,-0.900812,0.059708038
TMSB10,278.0,0.470652003,95.0,0.5213,0.725901077
TNFAIP2,2079.0,0.44214387,131.0,0.955689,-0.259620537
TNFAIP3,1995.0,0.416242917,370.0,-0.612302,-0.167436147
TNFAIP8L2,497.0,0.440670719,126.0,-1.193099,-0.130704842
TNIP1,770.0,0.448321216,241.0,-0.360482,0.207356204
TNK2,822.0,0.420245651,543.0,-0.421591,-0.042103799
TNPO2,2070.0,0.408799881,358.0,0.453499,0.041745802
TNRC18,1316.0,0.449521205,349.0,0.409568,-0.180140547
TOMM5,518.0,0.441712708,107.0,-0.411338,0.262177125
TOP2A,1003.0,0.364102812,159.0,0.861801,0.034360915
TOR1A,3160.0,0.446121485,77.0,0.418188,0.066709097
TPD52L2,1600.0,0.385071878,138.0,-0.006293,-0.16385978
TPI1,620.0,0.479135356,527.0,0.228096,-0.025178455
TPM1,757.0,0.403626605,257.0,-0.866502,-0.36215838
TRAF1,7433.0,0.438949906,572.0,-1.176863,0.029351713
TRAF3,5716.0,0.386659664,353.0,0.163668,-0.129032427
TRAF6,6100.0,0.426668941,381.0,-1.018275,-0.266107267
TRAPPC3,634.0,0.441060625,519.0,-0.844023,-0.411839322
TRAPPC5,42.0,0.453352607,241.0,-0.642866,0.065832055
TRAPPC6B,2539.0,0.437369008,335.0,-0.013098,-0.054119095
TRAPPC9,3079.0,0.431357199,134.0,0.760787,0.340664181
TRIM11,3522.0,0.453298916,255.0,-1.079973,0.103368523
TRIM13,5308.0,0.419190719,763.0,-0.448738,0.230671397
TRIM14,3117.0,0.369225689,165.0,0.684164,-0.087651995
TRIM22,1215.0,0.424423711,379.0,-0.945021,-0.24150051
TRIM26,1431.0,0.384319522,565.0,0.285681,0.197678608
TRIM27,2956.0,0.441704825,359.0,-0.092861,-0.194504862
TRIM41,1657.0,0.454716896,737.0,0.258176,-0.389207583
TRIM5,2312.0,0.426412011,303.0,0.302971,0.214611984
TRIP12,3739.0,0.40441217,297.0,0.699078,0.213665166
TRIP13,2852.0,0.433721983,145.0,1.653912,0.329838364
TRMT5,3660.0,0.405137655,572.0,0.153268,0.109737457
TRUB2,4655.0,0.434714666,759.0,0.311443,-0.304150406
TSFM,1390.0,0.429356434,57.0,-0.45398,-0.147090242
TSPAN14,15147.0,0.398868986,305.0,-0.605466,-0.798969513
TSPYL1,7303.0,0.373212405,287.0,0.006985,-0.044769244
TSR2,1366.0,0.464925113,443.0,-0.2889,-0.564621411
TTC39C,3394.0,0.378954091,452.0,-0.936431,-0.234585581
TTC7A,2213.0,0.393400181,1272.0,-0.456891,0.133655071
TTPAL,5319.0,0.425556123,145.0,0.667115,0.248956158
TTYH3,3063.0,0.383645273,187.0,0.863515,0.081277661
TUBA1C,110.0,0.451729991,576.0,0.343601,-0.050092234
TUBA4A,644.0,0.402818439,556.0,-1.185112,-0.316197816
TUBB,1030.0,0.390058461,509.0,0.499278,0.024337662
TUBB6,2302.0,0.468445054,1139.0,-1.768117,-0.181718491
TUBGCP4,1934.0,0.368175973,296.0,-0.117219,0.114786086
TUSC1,1294.0,0.429789613,537.0,-1.231307,-0.533399358
TXNL4A,3129.0,0.472736328,466.0,-0.584991,-0.099995514
TYMP,18.0,0.429537249,376.0,-0.940234,-0.534052174
TYMS,581.0,0.364557025,159.0,0.058435,-0.132692402
TYROBP,168.0,0.417048036,81.0,-1.170812,-0.326207323
UBAP2L,353.0,0.367068802,167.0,0.537263,0.247299676
UBE2B,4002.0,0.405496028,420.0,-0.050822,-0.060727226
UBE2E1,1034.0,0.417917446,229.0,0.104579,0.154600265
UBE2L3,2365.0,0.455573936,198.0,-0.703302,-0.1621602
UBE2L6,703.0,0.431638779,653.0,0.072727,-0.053197333
UBE4B,1283.0,0.418913915,688.0,0.167933,-0.015092758
UBIAD1,2303.0,0.446280173,334.0,-0.200004,0.077973132
UBR4,797.0,0.387393976,4.0,0.360858,-0.131576369
UBTF,2209.0,0.400105612,296.0,-0.561796,-0.014781279
UBXN1,220.0,0.422601268,194.0,-1.180463,-0.322536588
UCK2,4043.0,0.447469338,640.0,0.666456,0.558960481
UGGT1,5935.0,0.374564832,178.0,0.786638,-0.040500272
UHRF1BP1,5130.0,0.373569339,234.0,1.016015,-0.247572551
UNC45A,377.0,0.475530537,1022.0,-0.042003,-0.033306302
UNG,1024.0,0.368897526,209.0,0.525103,0.040407467
UNK,1388.0,0.447315534,42.0,-0.907274,-0.279948858
UQCR11,4379.0,0.470309826,75.0,-0.742097,-0.671002476
UQCRC1,129.0,0.462829321,45.0,-0.104245,-0.338094083
UQCRH,193.0,0.365128489,320.0,-0.268337,-0.167409774
UROD,171.0,0.391539164,133.0,-0.335906,0.11265026
UROS,3849.0,0.422413435,266.0,-1.158212,-0.149541767
USP18,580.0,0.434940763,338.0,-0.309782,-0.144595447
USP39,571.0,0.39295741,223.0,-0.113445,-0.142769482
UTP6,2466.0,0.429918331,83.0,-0.172304,-0.068892411
VAC14,489.0,0.396517204,827.0,0.870716,0.198682226
VAMP8,451.0,0.398153421,156.0,-0.75241,0.360917442
VASP,824.0,0.388921088,342.0,0.088047,-0.229281662
VAT1,1456.0,0.406330787,120.0,0.278052,-0.112973061
VDAC3,475.0,0.440388181,210.0,-0.157923,-0.047644415
VDR,3209.0,0.450036866,401.0,0.510763,0.735912758
VGLL4,2489.0,0.432812067,506.0,0.2205,0.14191011
VIM,431.0,0.411136971,462.0,-1.504211,-0.206069156
VPS28,291.0,0.476756313,109.0,-0.094047,-0.078495174
VPS33B,559.0,0.447669729,583.0,0.178455,0.115646276
VPS39,2053.0,0.440628838,173.0,0.130699,0.20932362
VPS52,2870.0,0.393546356,887.0,0.267469,-0.140431012
WASF2,4090.0,0.365213822,245.0,0.096756,-0.061740331
WBP2,1040.0,0.392225719,515.0,-0.904808,-0.599307607
WDFY2,7044.0,0.36603015,340.0,0.116121,0.544636618
WDR1,1039.0,0.393247178,368.0,0.324879,-0.15697829
WDR36,3619.0,0.40459335,117.0,0.861263,0.288141577
WDR37,8068.0,0.365587877,173.0,0.156767,0.29909791
WDR4,293.0,0.380589271,581.0,0.649751,0.301131303
WDR47,1216.0,0.402106333,376.0,-0.873786,-0.389278165
WDR48,1924.0,0.419028298,472.0,0.039768,0.069464803
WDR5,1979.0,0.401607191,171.0,0.300272,0.41832163
WDR54,97.0,0.394793766,128.0,-0.948974,-0.46957411
WDR61,197.0,0.411764619,310.0,0.203857,0.15737544
WDR77,4184.0,0.412330102,139.0,-0.403809,-0.211403722
WDR91,4946.0,0.380864599,823.0,0.00875,-0.04148036
WDR92,2520.0,0.427217839,117.0,-0.023502,-0.052740763
YTHDF1,1279.0,0.384821843,294.0,0.857331,0.223276435
YTHDF3,3082.0,0.406652071,509.0,0.758774,0.385282248
YY1,5192.0,0.440120149,480.0,0.386505,-0.107026742
ZBED1,2221.0,0.457533868,282.0,-0.747072,-0.077649023
ZBTB8OS,1087.0,0.406816332,276.0,0.322936,0.146878311
ZC3H12A,768.0,0.421626239,1056.0,-0.091105,-0.234210033
ZC3H4,2169.0,0.436042942,38.0,-0.344604,0.1067551
ZCCHC10,81.0,0.361883573,67.0,0.181664,-0.112722331
ZFP36L1,2846.0,0.395541595,976.0,0.087239,0.147044524
ZMAT2,1942.0,0.460376067,101.0,0.153818,-0.056771497
ZMYM3,1292.0,0.378831729,749.0,0.314822,0.173127346
ZNF207,13817.0,0.386696564,148.0,0.181924,0.008408351
ZNF414,113.0,0.422835658,118.0,-0.586175,-0.565185803
ZNF511,243.0,0.452392726,55.0,-0.666919,0.776312926
ZNF516,4816.0,0.393186692,318.0,-0.388801,-0.672059124
ZNF622,1298.0,0.463753859,120.0,0.60629,0.303081975
ZNHIT2,49.0,0.440612513,85.0,-10.785235,-0.411201189
ZNHIT3,419.0,0.425204303,73.0,-0.828277,-0.101022903
