,3prime,tAI,max_5_UTR_length,TCGA-AR-A0TT,TCGA-AR-A0TT.1
SETMAR,321.0,0.414235412,398.0,0.395051,0.211576084
SEZ6L2,540.0,0.431800162,245.0,0.105508,-0.228418852
SF1,2419.0,0.374481437,721.0,0.060461,-0.093432381
SF3B2,563.0,0.453902675,40.0,0.252627,0.062887037
SFXN4,500.0,0.402513841,45.0,-0.006966,-0.184139623
SH3BP1,433.0,0.395530944,313.0,1.294471,0.536437929
SH3PXD2B,4870.0,0.420952884,171.0,-0.638736,-0.246838297
SHMT1,4335.0,0.394510245,509.0,-0.276579,-0.25185917
SIGLEC1,1590.0,0.42099348,0.0,1.677795,0.352095052
SIPA1,2933.0,0.437718847,296.0,0.858659,0.365303364
SIRPA,3027.0,0.429235057,360.0,0.702956,0.200988738
SKP1,8791.0,0.433886974,179.0,-0.443123,-0.23244802
SLBP,3046.0,0.391438372,553.0,-0.386971,-0.189878447
SLC25A10,1929.0,0.386184273,191.0,-0.599594,-0.423675435
SLC25A19,477.0,0.386093473,224.0,0.576863,0.369090964
SLC25A20,787.0,0.382641976,199.0,0.119585,0.140945732
SLC25A3,504.0,0.383836987,354.0,0.399459,0.428787049
SLC25A40,2688.0,0.363984785,375.0,0.014141,0.027744049
SLC25A42,2156.0,0.366871382,156.0,0.080795,0.043995316
SLC25A6,450.0,0.487227384,137.0,0.895574,0.579452874
SLC27A3,163.0,0.439664345,91.0,-0.135615,0.172780819
SLC29A1,2913.0,0.455987116,491.0,-0.159304,0.21645577
SLC39A10,2661.0,0.346494338,214.0,0.181421,-0.339605001
SLC43A3,838.0,0.382351997,447.0,-0.040318,0.150519419
SLC44A1,8291.0,0.4365497,264.0,-0.072195,0.261363793
SLC9A3R1,709.0,0.400889529,235.0,-0.120062,-0.633230762
SMAP2,1225.0,0.404145004,415.0,0.811381,0.226705205
SMC1A,5954.0,0.490702048,340.0,1.246543,0.085805901
SMG5,1363.0,0.383248033,540.0,-0.035913,-0.377126086
SMS,2660.0,0.417677888,252.0,0.65161,-0.107731326
SMYD3,223.0,0.378821529,130.0,-0.770059,-0.92358036
SNRNP200,676.0,0.454045162,132.0,0.834875,0.187274047
SNRPC,474.0,0.427936125,450.0,-0.264,-0.104481665
SNRPD1,4386.0,0.384326147,161.0,-0.362281,0.055981443
SNRPN,279.0,0.390283395,1145.0,0.433634,0.062490287
SNX24,5071.0,0.338464018,185.0,-0.255062,0.140210649
SNX30,6144.0,0.426743352,148.0,0.058076,0.011726169
SNX33,5086.0,0.383330712,96.0,-0.363083,0.072786729
SOD1,353.0,0.438546885,148.0,-0.664611,-0.505261622
SOD2,13436.0,0.435065133,1828.0,0.751327,0.71969003
SP110,3922.0,0.401738483,258.0,1.18246,0.548651281
SPC24,1691.0,0.381793277,320.0,0.392774,-0.043318518
SPC25,540.0,0.373816265,131.0,0.275083,-0.291766324
SPCS1,3333.0,0.417439524,205.0,-0.300551,1.402771705
SPI1,383.0,0.406748349,223.0,1.567044,0.857220536
SPRYD4,1406.0,0.430591965,75.0,-0.286761,-0.328591873
SQSTM1,1485.0,0.412192979,360.0,-0.411811,-0.7318796
SRC,2671.0,0.437602812,449.0,-0.284708,0.005585852
SRGAP2,3018.0,0.377689891,542.0,0.342123,0.286669511
SRI,5365.0,0.424260151,79.0,-0.469463,-0.201899234
SRP19,2645.0,0.430943803,189.0,-0.394369,-0.100357187
SRPRB,1784.0,0.427990824,285.0,-0.368868,0.638369499
SRR,1392.0,0.393840903,354.0,-1.035582,-0.438343013
SRXN1,2099.0,0.37663928,185.0,0.954158,0.003802331
SS18L2,777.0,0.45997865,208.0,-0.750155,0.005264012
SSH1,5298.0,0.373517564,146.0,0.741675,0.335262868
SSH3,2595.0,0.376349937,178.0,-0.182774,-0.306555496
SSR2,592.0,0.425839932,80.0,0.027557,-0.398146897
SSR3,3698.0,0.388415977,156.0,-0.224408,0.170453868
SSR4,87.0,0.444947593,150.0,0.357742,0.342335524
SSRP1,422.0,0.394601844,267.0,0.156457,0.042067921
SSU72,400.0,0.445120823,325.0,0.085878,0.099629788
ST13,3666.0,0.439823793,468.0,-0.200028,-0.326649972
ST14,553.0,0.454138745,193.0,-0.924425,-0.829419048
ST3GAL4,594.0,0.39537481,557.0,-0.294937,0.328401117
STAP1,541.0,0.398288494,113.0,2.727425,0.547561674
STARD10,1682.0,0.427301627,944.0,-0.405427,-0.778095333
STAT1,3294.0,0.408136156,388.0,1.862549,0.595318054
STAT2,1791.0,0.409862748,203.0,0.54501,0.303303866
STAT6,1168.0,0.380869476,499.0,-0.021424,0.0403286
STMN1,1138.0,0.394107416,364.0,0.320752,-0.343479958
STOM,2222.0,0.387137797,117.0,-0.341394,0.116457261
STOML2,531.0,0.456962681,143.0,0.262072,-0.092191533
STX11,4481.0,0.457080677,192.0,1.452375,0.691399467
STX3,5058.0,0.403902965,547.0,-0.114868,-0.030434451
STX7,14891.0,0.417568039,327.0,0.701289,0.356017694
STX8,107.0,0.378438911,150.0,-0.664338,0.193538055
SUCLG1,223.0,0.43877655,193.0,-0.407088,-0.164472272
SUFU,3380.0,0.361614756,191.0,0.217478,-0.054780096
SUMF1,999.0,0.37076871,37.0,-0.181065,-0.003194138
SUPT4H1,1112.0,0.438747077,103.0,-0.187954,0.067392629
SURF2,1720.0,0.440503417,48.0,-0.315788,-0.188223546
SURF4,2281.0,0.385472445,476.0,-0.138631,0.353043808
SURF6,4908.0,0.42467207,78.0,0.082699,0.16199806
SYTL1,80.0,0.364244725,197.0,-0.804802,-0.321414068
TACC3,165.0,0.385699108,155.0,0.344516,0.174871697
TADA2B,3064.0,0.464060586,151.0,-0.176589,-0.024620975
TAF12,689.0,0.435926756,522.0,-0.283219,0.005293225
TAP2,5256.0,0.374969764,175.0,0.474714,0.306987954
TATDN2,2040.0,0.415810908,581.0,0.559761,0.265967776
TBC1D20,3109.0,0.435441414,148.0,0.407313,0.162946075
TBC1D9B,1396.0,0.395340616,37.0,0.07299,-0.033694111
TBCC,556.0,0.434161456,73.0,-0.241569,-0.288332958
TCEAL3,260.0,0.368171822,262.0,-0.714723,-0.51699419
TCEAL4,3020.0,0.432120515,489.0,-0.99634,-0.621133642
TCOF1,1640.0,0.41523122,108.0,0.229762,0.281515963
TDP1,1721.0,0.418036689,317.0,0.253768,0.186743829
TDRD7,242.0,0.375852104,234.0,0.371004,0.153859775
TDRKH,973.0,0.419795099,182.0,0.493995,0.151246
TEP1,2777.0,0.379550228,40.0,0.544503,0.037988935
TFE3,1431.0,0.379068139,541.0,0.608534,0.007893199
TFEB,621.0,0.429366592,302.0,0.505556,0.137176498
THADA,112.0,0.415199561,352.0,-0.252966,0.054296146
THBD,2144.0,0.448063145,160.0,-0.012391,-0.39219696
THUMPD1,2715.0,0.455087735,225.0,-0.5477,-0.232304807
THYN1,205.0,0.377954149,484.0,-0.097024,0.360898372
TIMM50,3932.0,0.424829064,722.0,0.051293,0.055814053
TIMM8B,2046.0,0.447942532,30.0,-0.238655,-0.419871836
TK2,3965.0,0.360054507,593.0,0.360451,0.178705051
TLE1,571.0,0.374791795,1295.0,0.180098,-0.118814804
TM9SF2,2020.0,0.372522209,233.0,0.418481,0.33423104
TMED3,1710.0,0.439016102,188.0,-0.985861,-0.358705283
TMED9,708.0,0.44685712,67.0,-0.433434,-0.068344728
TMEM126A,52.0,0.406087664,295.0,0.482039,0.429424047
TMEM199,2431.0,0.370998168,90.0,1.426009,0.376097573
TMEM63A,1407.0,0.385482014,622.0,0.970466,0.122076774
TMOD1,2050.0,0.392927141,213.0,0.753428,0.450145945
TMSB10,278.0,0.470652003,95.0,0.261265,-0.019659163
TNFAIP1,2409.0,0.451408648,449.0,0.889267,-0.070508698
TNFAIP2,2079.0,0.44214387,131.0,0.826731,0.084016054
TNFAIP3,1995.0,0.416242917,370.0,1.148002,0.135517047
TNFAIP8L2,497.0,0.440670719,126.0,1.715619,0.664483135
TNIP1,770.0,0.448321216,241.0,0.41597,0.198795577
TNK2,822.0,0.420245651,543.0,0.429843,0.029450363
TNPO2,2070.0,0.408799881,358.0,-0.058134,-0.011636816
TNRC18,1316.0,0.449521205,349.0,0.457211,-0.04566644
TOMM5,518.0,0.441712708,107.0,0.050648,0.143967892
TOMM6,1957.0,0.431553434,255.0,-0.425315,0.143007499
TOP2A,1003.0,0.364102812,159.0,0.195784,-0.328291814
TOR1A,3160.0,0.446121485,77.0,-0.040996,0.151328466
TPD52L2,1600.0,0.385071878,138.0,-0.059144,-0.080054961
TPI1,620.0,0.479135356,527.0,-0.095667,-0.041510275
TPM1,757.0,0.403626605,257.0,-0.362575,0.302209259
TRAF1,7433.0,0.438949906,572.0,2.169386,0.363948174
TRAF3,5716.0,0.386659664,353.0,0.663693,-0.163001681
TRAF6,6100.0,0.426668941,381.0,-0.108579,0.121780399
TRAPPC3,634.0,0.441060625,519.0,-0.459235,-0.142706176
TRAPPC5,42.0,0.453352607,241.0,-0.516732,-0.199741764
TRAPPC6B,2539.0,0.437369008,335.0,0.120488,0.163399485
TRAPPC9,3079.0,0.431357199,134.0,-0.627112,-0.058394024
TRIM11,3522.0,0.453298916,255.0,-0.021363,0.045114192
TRIM13,5308.0,0.419190719,763.0,0.239451,-0.320880994
TRIM14,3117.0,0.369225689,165.0,0.612487,0.058345034
TRIM22,1215.0,0.424423711,379.0,1.148757,0.203653471
TRIM26,1431.0,0.384319522,565.0,0.130364,0.122438697
TRIM27,2956.0,0.441704825,359.0,-0.159759,-0.266125383
TRIM41,1657.0,0.454716896,737.0,0.287434,0.167773074
TRIM5,2312.0,0.426412011,303.0,-0.31835,-0.207345582
TRIP12,3739.0,0.40441217,297.0,0.355682,0.28304037
TRIP13,2852.0,0.433721983,145.0,0.049203,-0.501382442
TRMT5,3660.0,0.405137655,572.0,-0.140253,-0.02249642
TRUB2,4655.0,0.434714666,759.0,-0.025941,-0.103869519
TSFM,1390.0,0.429356434,57.0,-0.364061,-0.19121675
TSPAN14,15147.0,0.398868986,305.0,1.052512,0.819331318
TSPYL1,7303.0,0.373212405,287.0,2.31801,0.555914169
TSR2,1366.0,0.464925113,443.0,0.398988,0.477705457
TTC39C,3394.0,0.378954091,452.0,-0.498664,-0.211727368
TTC7A,2213.0,0.393400181,1272.0,0.671818,-0.601067886
TTPAL,5319.0,0.425556123,145.0,-0.392096,-0.201450518
TTYH3,3063.0,0.383645273,187.0,1.178979,0.5093577
TUBA1C,110.0,0.451729991,576.0,-0.271567,-0.404253978
TUBA4A,644.0,0.402818439,556.0,0.170619,-0.420350243
TUBB,1030.0,0.390058461,509.0,-0.047969,-0.254372143
TUBB6,2302.0,0.468445054,1139.0,-0.447975,0.077382422
TUBGCP4,1934.0,0.368175973,296.0,0.024292,0.032009516
TUSC1,1294.0,0.429789613,537.0,0.533673,0.560539501
TXNL4A,3129.0,0.472736328,466.0,-0.376435,0.284869359
TYMP,18.0,0.429537249,376.0,1.350079,0.284093354
TYMS,581.0,0.364557025,159.0,0.247397,-0.012906373
TYROBP,168.0,0.417048036,81.0,1.101391,0.009807717
UBAP2L,353.0,0.367068802,167.0,0.820031,0.28777976
UBE2B,4002.0,0.405496028,420.0,-0.297763,-0.101148646
UBE2E1,1034.0,0.417917446,229.0,-0.063612,-0.179001074
UBE2E2,1962.0,0.352966355,180.0,0.60148,0.891811749
UBE2L3,2365.0,0.455573936,198.0,-0.082002,-0.247608705
UBE2L6,703.0,0.431638779,653.0,0.557749,0.001637399
UBE4B,1283.0,0.418913915,688.0,0.403085,0.104791721
UBIAD1,2303.0,0.446280173,334.0,-0.021852,0.259460498
UBR4,797.0,0.387393976,4.0,0.229216,-0.017992437
UBTF,2209.0,0.400105612,296.0,-0.030342,0.234117626
UBXN1,220.0,0.422601268,194.0,-0.035039,0.250322709
UCK2,4043.0,0.447469338,640.0,0.05323,-0.087804855
UGGT1,5935.0,0.374564832,178.0,0.342504,0.430874036
UHRF1BP1,5130.0,0.373569339,234.0,0.380377,-0.056166319
UNC45A,377.0,0.475530537,1022.0,-0.14224,-0.277992518
UNG,1024.0,0.368897526,209.0,-0.093319,-0.281004497
UNK,1388.0,0.447315534,42.0,-0.105703,0.013572502
UQCR11,4379.0,0.470309826,75.0,-0.732517,-0.601784698
UQCRC1,129.0,0.462829321,45.0,-0.442959,-0.199733698
UQCRH,193.0,0.365128489,320.0,-0.30579,-0.503370196
UROD,171.0,0.391539164,133.0,-0.205196,0.054459976
UROS,3849.0,0.422413435,266.0,-0.906018,-0.230563669
USP18,580.0,0.434940763,338.0,0.073479,-0.365977933
USP39,571.0,0.39295741,223.0,-0.036263,0.25207611
UTP6,2466.0,0.429918331,83.0,-0.044095,0.134682491
VAC14,489.0,0.396517204,827.0,0.515035,0.29520922
VAMP8,451.0,0.398153421,156.0,-0.161192,-0.09647235
VASP,824.0,0.388921088,342.0,-0.278346,-0.060424301
VAT1,1456.0,0.406330787,120.0,-0.504295,-0.176756167
VDAC3,475.0,0.440388181,210.0,-0.502586,-0.325079697
VDR,3209.0,0.450036866,401.0,0.426006,0.269566114
VGLL4,2489.0,0.432812067,506.0,0.292569,-0.034264206
VIM,431.0,0.411136971,462.0,0.076204,0.155051249
VPS28,291.0,0.476756313,109.0,-0.740061,-0.140392714
VPS33B,559.0,0.447669729,583.0,0.486476,0.171320335
VPS39,2053.0,0.440628838,173.0,0.153762,0.126860535
VPS52,2870.0,0.393546356,887.0,-0.072617,-0.052758784
WASF2,4090.0,0.365213822,245.0,0.461722,0.259372378
WBP2,1040.0,0.392225719,515.0,-0.554688,-0.146236598
WDFY2,7044.0,0.36603015,340.0,0.193541,0.000544564
WDR1,1039.0,0.393247178,368.0,0.312764,-0.047461731
WDR36,3619.0,0.40459335,117.0,-0.435967,0.061810497
WDR37,8068.0,0.365587877,173.0,0.715753,0.174655513
WDR4,293.0,0.380589271,581.0,-0.544606,-0.531497719
WDR47,1216.0,0.402106333,376.0,-0.556139,-0.247541809
WDR48,1924.0,0.419028298,472.0,-0.399327,-0.019373316
WDR5,1979.0,0.401607191,171.0,0.149464,0.114535857
WDR54,97.0,0.394793766,128.0,-0.207149,-0.260353512
WDR61,197.0,0.411764619,310.0,-0.835578,-0.206033946
WDR77,4184.0,0.412330102,139.0,0.327267,-0.239213694
WDR91,4946.0,0.380864599,823.0,-0.023357,0.051714718
WDR92,2520.0,0.427217839,117.0,-0.065233,-0.169897258
YTHDF1,1279.0,0.384821843,294.0,-0.148379,-0.119191755
YTHDF3,3082.0,0.406652071,509.0,-0.12653,-0.10505187
YY1,5192.0,0.440120149,480.0,-0.24537,0.135737156
ZBED1,2221.0,0.457533868,282.0,0.630049,0.238320187
ZBTB8OS,1087.0,0.406816332,276.0,-0.033142,-0.085749963
ZC3H12A,768.0,0.421626239,1056.0,2.326089,-0.056583634
ZC3H4,2169.0,0.436042942,38.0,0.061238,0.020736224
ZCCHC10,81.0,0.361883573,67.0,0.029667,0.231350366
ZCCHC2,2006.0,0.404185753,0.0,0.542863,0.144702935
ZFP36L1,2846.0,0.395541595,976.0,-0.433046,0.027623995
ZMAT2,1942.0,0.460376067,101.0,-0.0014,-0.033952141
ZMIZ2,4165.0,0.419562196,128.0,0.786202,-0.087830966
ZMYM3,1292.0,0.378831729,749.0,-0.377463,-0.156777068
ZNF207,13817.0,0.386696564,148.0,-0.109431,-0.024435823
ZNF414,113.0,0.422835658,118.0,-0.159916,-0.033213994
ZNF511,243.0,0.452392726,55.0,0.284663,0.07091438
ZNF516,4816.0,0.393186692,318.0,0.979451,0.121745241
ZNF622,1298.0,0.463753859,120.0,-0.162883,-0.061913787
ZNHIT2,49.0,0.440612513,85.0,-8.933775,0.063260889
ZNHIT3,419.0,0.425204303,73.0,1.471344,0.550846118
ZWINT,4585.0,0.411772707,37.0,0.047088,-0.229137564
