,3prime,tAI,max_5_UTR_length,TCGA-A2-A0YC,TCGA-A2-A0YC.1
SETMAR,321.0,0.414235412,398.0,0.369663,0.097164982
SEZ6L2,540.0,0.431800162,245.0,-0.038356,-0.268929104
SF1,2419.0,0.374481437,721.0,0.220939,-0.001083806
SF3B2,563.0,0.453902675,40.0,0.300643,0.005349808
SFXN4,500.0,0.402513841,45.0,-0.382117,-0.37257496
SH3BP1,433.0,0.395530944,313.0,-0.173241,-0.058590655
SH3PXD2B,4870.0,0.420952884,171.0,-0.734371,0.052240819
SHMT1,4335.0,0.394510245,509.0,1.130791,0.84586636
SIGLEC1,1590.0,0.42099348,0.0,0.828131,0.324034421
SIPA1,2933.0,0.437718847,296.0,0.174467,0.007472082
SIRPA,3027.0,0.429235057,360.0,-0.2088,-0.101242578
SKP1,8791.0,0.433886974,179.0,0.249959,0.114508083
SLBP,3046.0,0.391438372,553.0,0.054678,-0.106525512
SLC25A10,1929.0,0.386184273,191.0,0.153964,0.289895641
SLC25A19,477.0,0.386093473,224.0,-0.30455,-0.571062453
SLC25A20,787.0,0.382641976,199.0,1.106572,0.523362995
SLC25A3,504.0,0.383836987,354.0,-0.352768,-0.52412852
SLC25A40,2688.0,0.363984785,375.0,0.514958,-0.269887524
SLC25A6,450.0,0.487227384,137.0,-0.941238,-0.517120103
SLC27A3,163.0,0.439664345,91.0,-0.096467,0.140975413
SLC39A10,2661.0,0.346494338,214.0,0.958863,0.543079517
SLC44A1,8291.0,0.4365497,264.0,0.580838,0.057042701
SLC9A3R1,709.0,0.400889529,235.0,1.118185,0.358344738
SMAP2,1225.0,0.404145004,415.0,-0.091608,-0.037094784
SMC1A,5954.0,0.490702048,340.0,-0.012362,-0.020964815
SMG5,1363.0,0.383248033,540.0,-0.098046,-0.123272583
SMS,2660.0,0.417677888,252.0,-0.224758,-0.272960508
SMYD3,223.0,0.378821529,130.0,0.429082,0.301195298
SNRNP200,676.0,0.454045162,132.0,-0.077935,-0.105598552
SNRPC,474.0,0.427936125,450.0,-0.32016,0.071125403
SNRPD1,4386.0,0.384326147,161.0,-0.464639,-0.090335286
SNRPN,279.0,0.390283395,1145.0,0.274693,0.159120966
SNX24,5071.0,0.338464018,185.0,0.4594,0.496537359
SNX30,6144.0,0.426743352,148.0,0.00512,-0.073144638
SNX33,5086.0,0.383330712,96.0,-0.076554,0.087894932
SOD1,353.0,0.438546885,148.0,-0.180667,0.113072512
SOD2,13436.0,0.435065133,1828.0,0.000402,-0.114899663
SP110,3922.0,0.401738483,258.0,0.881503,0.178645068
SPC24,1691.0,0.381793277,320.0,0.089456,-0.077183064
SPC25,540.0,0.373816265,131.0,-0.581572,-0.198091363
SPCS1,3333.0,0.417439524,205.0,0.076507,-0.546886904
SPI1,383.0,0.406748349,223.0,0.420528,-0.132861659
SPRYD4,1406.0,0.430591965,75.0,0.326817,0.315776776
SQSTM1,1485.0,0.412192979,360.0,0.610045,0.526202734
SRC,2671.0,0.437602812,449.0,-0.66767,-0.251812376
SRGAP2,3018.0,0.377689891,542.0,-0.531537,0.040203407
SRI,5365.0,0.424260151,79.0,-0.809939,-0.319203286
SRP19,2645.0,0.430943803,189.0,-0.269606,0.286888748
SRPRB,1784.0,0.427990824,285.0,-0.58503,-0.339321569
SRR,1392.0,0.393840903,354.0,0.260409,0.653800948
SRXN1,2099.0,0.37663928,185.0,-0.387914,-0.609578155
SS18L2,777.0,0.45997865,208.0,-0.018694,-0.028362427
SSH1,5298.0,0.373517564,146.0,0.125543,0.121557635
SSH3,2595.0,0.376349937,178.0,0.422413,0.631464969
SSR2,592.0,0.425839932,80.0,-0.295161,-0.658158591
SSR3,3698.0,0.388415977,156.0,0.527679,-0.589470443
SSR4,87.0,0.444947593,150.0,-0.285977,-0.026284217
SSRP1,422.0,0.394601844,267.0,-0.082241,-0.129507563
SSU72,400.0,0.445120823,325.0,-0.204666,0.044060457
ST13,3666.0,0.439823793,468.0,0.299112,0.270159386
ST14,553.0,0.454138745,193.0,-0.856843,-0.519392558
STAP1,541.0,0.398288494,113.0,-0.702858,-0.149797557
STARD10,1682.0,0.427301627,944.0,-0.785133,-0.795377999
STAT1,3294.0,0.408136156,388.0,1.367957,0.361675196
STAT2,1791.0,0.409862748,203.0,0.385738,0.289401108
STAT6,1168.0,0.380869476,499.0,0.231333,0.184121179
STMN1,1138.0,0.394107416,364.0,-0.161277,0.168018683
STOM,2222.0,0.387137797,117.0,0.892674,0.06748197
STOML2,531.0,0.456962681,143.0,0.09078,0.203675972
STX3,5058.0,0.403902965,547.0,-0.213169,-0.103915872
STX7,14891.0,0.417568039,327.0,0.107927,-0.161531076
STX8,107.0,0.378438911,150.0,-0.656152,-0.458124275
SUCLG1,223.0,0.43877655,193.0,-0.350102,0.201106755
SUFU,3380.0,0.361614756,191.0,0.243055,-0.152195629
SUMF1,999.0,0.37076871,37.0,0.481028,0.069026611
SUPT4H1,1112.0,0.438747077,103.0,0.226387,-0.135165603
SURF2,1720.0,0.440503417,48.0,-0.474631,-0.432784352
SURF4,2281.0,0.385472445,476.0,-0.402689,-0.196928188
SURF6,4908.0,0.42467207,78.0,-0.494708,0.126709797
SUV39H1,1669.0,0.463566826,266.0,-0.556844,-0.491150884
SYTL1,80.0,0.364244725,197.0,-0.048147,-0.03243332
TACC3,165.0,0.385699108,155.0,-0.016078,-0.093034249
TADA2B,3064.0,0.464060586,151.0,0.278766,0.013459548
TAF12,689.0,0.435926756,522.0,-0.021643,-0.141351426
TAP2,5256.0,0.374969764,175.0,0.58687,-0.002619718
TATDN2,2040.0,0.415810908,581.0,0.045956,0.103467241
TBC1D20,3109.0,0.435441414,148.0,-0.261387,0.01317467
TBC1D9B,1396.0,0.395340616,37.0,0.203805,0.11442076
TBCC,556.0,0.434161456,73.0,0.030735,0.039962987
TCEAL3,260.0,0.368171822,262.0,0.023252,-0.029507274
TCEAL4,3020.0,0.432120515,489.0,-0.090512,0.078335775
TCOF1,1640.0,0.41523122,108.0,-0.586205,-0.00400051
TDP1,1721.0,0.418036689,317.0,-0.328697,-0.143687547
TDRD7,242.0,0.375852104,234.0,0.714746,0.247296108
TDRKH,973.0,0.419795099,182.0,0.443538,-0.079804853
TEP1,2777.0,0.379550228,40.0,0.433574,0.269728566
TFE3,1431.0,0.379068139,541.0,0.295981,0.301127138
TFEB,621.0,0.429366592,302.0,-0.207929,0.213392379
THADA,112.0,0.415199561,352.0,0.25458,0.007602808
THUMPD1,2715.0,0.455087735,225.0,0.458518,0.207934232
THYN1,205.0,0.377954149,484.0,-0.709521,-0.044382521
TIMM50,3932.0,0.424829064,722.0,-0.332794,-0.146957814
TIMM8B,2046.0,0.447942532,30.0,-0.742665,-0.130123161
TK2,3965.0,0.360054507,593.0,0.167224,0.137194009
TLE1,571.0,0.374791795,1295.0,-0.318787,-0.567301996
TM9SF2,2020.0,0.372522209,233.0,0.284504,-0.25073318
TMED3,1710.0,0.439016102,188.0,-0.870806,-0.288311721
TMED9,708.0,0.44685712,67.0,-0.478322,-0.028581777
TMEM126A,52.0,0.406087664,295.0,-0.871563,-0.466329379
TMEM199,2431.0,0.370998168,90.0,0.61013,-0.178528107
TMEM63A,1407.0,0.385482014,622.0,-0.289742,0.056106613
TMOD1,2050.0,0.392927141,213.0,-1.421692,-0.684609494
TMSB10,278.0,0.470652003,95.0,-0.871444,-0.370812202
TNFAIP1,2409.0,0.451408648,449.0,-0.019798,-0.050023022
TNFAIP2,2079.0,0.44214387,131.0,1.377619,0.079690858
TNFAIP3,1995.0,0.416242917,370.0,-0.258021,-0.278308541
TNFAIP8L2,497.0,0.440670719,126.0,0.416082,-0.030832744
TNIP1,770.0,0.448321216,241.0,-0.040113,-0.047727791
TNK2,822.0,0.420245651,543.0,0.018251,0.250401487
TNPO2,2070.0,0.408799881,358.0,0.532808,0.048822901
TNRC18,1316.0,0.449521205,349.0,0.339049,-0.13453875
TOMM5,518.0,0.441712708,107.0,-0.417653,-0.52949999
TOP2A,1003.0,0.364102812,159.0,0.88439,-0.054707649
TOR1A,3160.0,0.446121485,77.0,0.103868,0.140661582
TPD52L2,1600.0,0.385071878,138.0,-0.284199,-0.087630239
TPI1,620.0,0.479135356,527.0,-0.290281,0.186985631
TPM1,757.0,0.403626605,257.0,-0.488097,0.377063226
TRAF1,7433.0,0.438949906,572.0,-0.533,0.099174738
TRAF3,5716.0,0.386659664,353.0,-0.171269,0.635201961
TRAF6,6100.0,0.426668941,381.0,-0.101982,0.046515551
TRAPPC3,634.0,0.441060625,519.0,0.189187,0.151100167
TRAPPC5,42.0,0.453352607,241.0,0.358918,0.131859446
TRAPPC6B,2539.0,0.437369008,335.0,0.047722,0.336555865
TRAPPC9,3079.0,0.431357199,134.0,-0.556906,0.0114322
TRIM11,3522.0,0.453298916,255.0,-0.725656,-0.021815099
TRIM14,3117.0,0.369225689,165.0,0.904819,0.117142174
TRIM22,1215.0,0.424423711,379.0,0.415401,0.079543416
TRIM26,1431.0,0.384319522,565.0,-0.017244,0.255524729
TRIM27,2956.0,0.441704825,359.0,-0.111053,-0.171712265
TRIM41,1657.0,0.454716896,737.0,0.266765,0.363262867
TRIM5,2312.0,0.426412011,303.0,0.232844,0.028092097
TRIP12,3739.0,0.40441217,297.0,0.512161,0.079419902
TRIP13,2852.0,0.433721983,145.0,-0.913633,-0.49048701
TRMT5,3660.0,0.405137655,572.0,0.036674,0.092467431
TRUB2,4655.0,0.434714666,759.0,0.330352,-0.090269572
TSFM,1390.0,0.429356434,57.0,0.200035,0.308089913
TSPYL1,7303.0,0.373212405,287.0,0.440513,-0.1904134
TSR2,1366.0,0.464925113,443.0,-0.246123,0.076469434
TTC39C,3394.0,0.378954091,452.0,0.613097,0.127735086
TTC7A,2213.0,0.393400181,1272.0,-0.106586,-0.163778108
TTPAL,5319.0,0.425556123,145.0,-0.130525,0.140942103
TTYH3,3063.0,0.383645273,187.0,-0.442787,-0.54788327
TUBA1C,110.0,0.451729991,576.0,-0.479038,0.056558009
TUBA4A,644.0,0.402818439,556.0,-0.327952,-0.317605767
TUBB,1030.0,0.390058461,509.0,-0.140148,-0.062512481
TUBB6,2302.0,0.468445054,1139.0,-0.752301,0.239455731
TUBGCP4,1934.0,0.368175973,296.0,0.333268,0.042503796
TUSC1,1294.0,0.429789613,537.0,0.029383,0.203881814
TXNL4A,3129.0,0.472736328,466.0,-0.273912,-0.149982506
TYMP,18.0,0.429537249,376.0,1.106759,0.388716181
TYMS,581.0,0.364557025,159.0,-0.214387,-0.165391968
TYROBP,168.0,0.417048036,81.0,0.063579,0.295468856
UBAP2L,353.0,0.367068802,167.0,0.125459,0.083531494
UBE2B,4002.0,0.405496028,420.0,-0.152146,-0.036969883
UBE2E1,1034.0,0.417917446,229.0,0.033838,0.035146141
UBE2L3,2365.0,0.455573936,198.0,-0.02081,-0.092087928
UBE2L6,703.0,0.431638779,653.0,0.706087,0.335799631
UBE4B,1283.0,0.418913915,688.0,0.195506,-0.016446039
UBIAD1,2303.0,0.446280173,334.0,0.437284,-0.061541011
UBR4,797.0,0.387393976,4.0,0.671845,0.01383204
UBTF,2209.0,0.400105612,296.0,0.346851,0.278306812
UBXN1,220.0,0.422601268,194.0,-0.282367,0.256225559
UCK2,4043.0,0.447469338,640.0,-0.729971,-0.21594866
UGGT1,5935.0,0.374564832,178.0,0.342301,0.183808989
UHRF1BP1,5130.0,0.373569339,234.0,0.862318,0.341448519
UNC45A,377.0,0.475530537,1022.0,-0.009289,-0.006929206
UNG,1024.0,0.368897526,209.0,-0.041856,-0.046616045
UNK,1388.0,0.447315534,42.0,0.627292,0.301794384
UQCR11,4379.0,0.470309826,75.0,0.26971,-0.265373624
UQCRC1,129.0,0.462829321,45.0,0.033063,0.133461735
UQCRH,193.0,0.365128489,320.0,-0.438296,0.028401017
UROD,171.0,0.391539164,133.0,-0.01967,0.057074894
UROS,3849.0,0.422413435,266.0,0.410404,0.206980266
USP18,580.0,0.434940763,338.0,1.249121,0.856404162
USP39,571.0,0.39295741,223.0,-0.101918,-0.181480877
UTP6,2466.0,0.429918331,83.0,0.223301,-0.129147794
VAC14,489.0,0.396517204,827.0,-0.572575,-0.139657532
VAMP8,451.0,0.398153421,156.0,0.056768,-0.211184103
VASP,824.0,0.388921088,342.0,0.00035,0.194612213
VAT1,1456.0,0.406330787,120.0,0.598444,0.375049469
VDAC3,475.0,0.440388181,210.0,-0.437501,-0.212624331
VDR,3209.0,0.450036866,401.0,-0.100497,-0.311440559
VGLL4,2489.0,0.432812067,506.0,-0.194287,-0.051307921
VIM,431.0,0.411136971,462.0,-0.40437,0.382643369
VPS28,291.0,0.476756313,109.0,-0.506017,0.025585026
VPS33B,559.0,0.447669729,583.0,-0.108839,0.031257863
VPS39,2053.0,0.440628838,173.0,0.200221,0.140997493
VPS52,2870.0,0.393546356,887.0,0.505802,-0.016089969
WASF2,4090.0,0.365213822,245.0,0.333588,0.280687954
WBP2,1040.0,0.392225719,515.0,0.728412,0.22085773
WDFY2,7044.0,0.36603015,340.0,0.164364,0.08705667
WDR1,1039.0,0.393247178,368.0,-0.054838,0.034662233
WDR36,3619.0,0.40459335,117.0,0.023611,-0.183923185
WDR37,8068.0,0.365587877,173.0,0.051746,0.058367889
WDR4,293.0,0.380589271,581.0,-0.549413,-0.474935806
WDR47,1216.0,0.402106333,376.0,0.343543,0.181451512
WDR48,1924.0,0.419028298,472.0,0.240475,0.004439791
WDR5,1979.0,0.401607191,171.0,-0.316482,-0.037089666
WDR54,97.0,0.394793766,128.0,0.068066,0.42388955
WDR61,197.0,0.411764619,310.0,0.156912,0.173050935
WDR77,4184.0,0.412330102,139.0,-0.055503,0.19336158
WDR91,4946.0,0.380864599,823.0,-0.263155,-0.003558201
WDR92,2520.0,0.427217839,117.0,-0.072815,-0.137904677
YTHDF1,1279.0,0.384821843,294.0,-0.253269,-0.096766588
YTHDF3,3082.0,0.406652071,509.0,-0.129164,-0.122991031
YY1,5192.0,0.440120149,480.0,0.058912,0.044083927
ZBED1,2221.0,0.457533868,282.0,0.227733,0.323398562
ZBTB8OS,1087.0,0.406816332,276.0,-0.234724,0.26254591
ZC3H12A,768.0,0.421626239,1056.0,0.200115,0.412421192
ZC3H4,2169.0,0.436042942,38.0,0.191011,0.027874775
ZCCHC2,2006.0,0.404185753,0.0,0.0201,0.150334615
ZFP36L1,2846.0,0.395541595,976.0,-0.572987,0.212666001
ZMAT2,1942.0,0.460376067,101.0,0.123352,0.090470167
ZMIZ2,4165.0,0.419562196,128.0,-0.236523,-0.368563928
ZMYM3,1292.0,0.378831729,749.0,0.526214,-0.038862616
ZNF207,13817.0,0.386696564,148.0,0.107251,0.234194856
ZNF414,113.0,0.422835658,118.0,0.187925,0.015422827
ZNF511,243.0,0.452392726,55.0,-0.561754,-0.334710962
ZNF516,4816.0,0.393186692,318.0,1.208579,0.497032005
ZNF622,1298.0,0.463753859,120.0,-0.459572,-0.136061676
ZNHIT2,49.0,0.440612513,85.0,-0.463585,0.335251028
ZNHIT3,419.0,0.425204303,73.0,0.500423,0.521921164
ZWINT,4585.0,0.411772707,37.0,0.207909,-0.108390105
