,3prime,tAI,max_5_UTR_length,TCGA-AR-A0TX,TCGA-AR-A0TX.1
SLC25A3,504.0,0.383836987,354.0,-0.547423,-1.054011397
SLC25A40,2688.0,0.363984785,375.0,0.114279,-0.280537598
SLC25A6,450.0,0.487227384,137.0,0.643889,0.113977019
SLC27A3,163.0,0.439664345,91.0,-0.311279,-0.046217422
SLC29A1,2913.0,0.455987116,491.0,-0.480855,-1.988472741
SLC39A10,2661.0,0.346494338,214.0,-0.558133,-1.197046492
SLC43A2,6357.0,0.437839378,341.0,0.48026,-1.266107266
SLC44A1,8291.0,0.4365497,264.0,-0.18438,-0.033132481
SLC9A3R1,709.0,0.400889529,235.0,0.466203,-0.804583839
SMAP2,1225.0,0.404145004,415.0,1.252675,0.473227556
SMC1A,5954.0,0.490702048,340.0,0.603365,-0.406400689
SMG5,1363.0,0.383248033,540.0,-0.235116,0.024490815
SMS,2660.0,0.417677888,252.0,-0.717097,-0.207878125
SMYD3,223.0,0.378821529,130.0,-0.630866,-0.52176803
SNRNP200,676.0,0.454045162,132.0,0.541942,-0.106413098
SNRPC,474.0,0.427936125,450.0,-0.380703,-0.68887871
SNRPD1,4386.0,0.384326147,161.0,-0.17666,0.479165713
SNRPN,279.0,0.390283395,1145.0,0.468267,0.428015197
SNX24,5071.0,0.338464018,185.0,-0.875076,-1.100039937
SNX30,6144.0,0.426743352,148.0,1.095291,0.288227244
SNX33,5086.0,0.383330712,96.0,0.131579,0.961616792
SOD1,353.0,0.438546885,148.0,-0.542475,0.055389446
SOD2,13436.0,0.435065133,1828.0,0.287233,1.133034886
SP110,3922.0,0.401738483,258.0,0.448304,-1.217113601
SPC24,1691.0,0.381793277,320.0,0.708538,0.244200027
SPC25,540.0,0.373816265,131.0,0.483723,-0.662589827
SPCS1,3333.0,0.417439524,205.0,-0.780702,-0.592020528
SPI1,383.0,0.406748349,223.0,0.668808,0.441853188
SPRYD4,1406.0,0.430591965,75.0,0.242937,0.406158042
SQSTM1,1485.0,0.412192979,360.0,0.115429,-0.429243364
SRC,2671.0,0.437602812,449.0,-0.01221,0.451159221
SRGAP2,3018.0,0.377689891,542.0,-0.382321,-0.190610485
SRI,5365.0,0.424260151,79.0,-0.792255,0.229294751
SRP19,2645.0,0.430943803,189.0,-0.198403,0.273317386
SRPRB,1784.0,0.427990824,285.0,0.250682,-0.409230782
SRR,1392.0,0.393840903,354.0,-0.599084,0.73411508
SRXN1,2099.0,0.37663928,185.0,0.365029,0.934251904
SS18L2,777.0,0.45997865,208.0,-0.517424,-1.640140894
SSH1,5298.0,0.373517564,146.0,-0.062797,0.488898318
SSH3,2595.0,0.376349937,178.0,-0.942793,-0.309774551
SSR2,592.0,0.425839932,80.0,-0.263961,1.09341113
SSR3,3698.0,0.388415977,156.0,-0.235569,-1.572504329
SSR4,87.0,0.444947593,150.0,-0.497546,0.056318278
SSRP1,422.0,0.394601844,267.0,0.014087,-0.051538994
SSU72,400.0,0.445120823,325.0,-0.246051,-0.419095937
ST13,3666.0,0.439823793,468.0,-0.168719,-0.308107629
ST14,553.0,0.454138745,193.0,1.133525,-0.350272599
STAP1,541.0,0.398288494,113.0,1.883317,-0.483767649
STARD10,1682.0,0.427301627,944.0,0.609037,0.244445731
STAT1,3294.0,0.408136156,388.0,1.748724,0.04026278
STAT2,1791.0,0.409862748,203.0,0.638819,0.125716507
STAT6,1168.0,0.380869476,499.0,-1.319028,0.178647996
STMN1,1138.0,0.394107416,364.0,0.226896,-0.948302375
STOM,2222.0,0.387137797,117.0,-0.057729,-0.12675322
STOML2,531.0,0.456962681,143.0,0.002839,-0.019687001
STX11,4481.0,0.457080677,192.0,1.0389,0.041969934
STX3,5058.0,0.403902965,547.0,0.32853,-0.68031456
STX7,14891.0,0.417568039,327.0,0.122654,-0.155245441
STX8,107.0,0.378438911,150.0,-0.122019,0.462911589
SUCLG1,223.0,0.43877655,193.0,0.406929,0.103082986
SUFU,3380.0,0.361614756,191.0,1.123473,0.385690217
SUMF1,999.0,0.37076871,37.0,-0.977979,0.10171183
SUPT4H1,1112.0,0.438747077,103.0,-1.03897,0.777920044
SURF2,1720.0,0.440503417,48.0,-0.14934,-0.561835562
SURF4,2281.0,0.385472445,476.0,0.436502,-0.294099955
SURF6,4908.0,0.42467207,78.0,-0.108315,-1.749017509
SUV39H1,1669.0,0.463566826,266.0,-0.263383,0.711509307
SVIP,4195.0,0.357937352,217.0,-0.048696,-0.239577487
SYTL1,80.0,0.364244725,197.0,-0.766318,0.099036772
TACC3,165.0,0.385699108,155.0,0.272027,-0.073819543
TADA2B,3064.0,0.464060586,151.0,0.096711,0.186094015
TAF12,689.0,0.435926756,522.0,0.000197,-0.685481294
TAP2,5256.0,0.374969764,175.0,1.567473,-0.432574271
TATDN2,2040.0,0.415810908,581.0,-0.441707,-1.515097818
TBC1D20,3109.0,0.435441414,148.0,0.457617,-1.38719072
TBC1D9B,1396.0,0.395340616,37.0,0.251291,-0.117973523
TBCC,556.0,0.434161456,73.0,-0.396186,0.327870868
TCEAL3,260.0,0.368171822,262.0,-0.31005,-1.426505328
TCEAL4,3020.0,0.432120515,489.0,-1.113584,-1.734630212
TCOF1,1640.0,0.41523122,108.0,0.012493,-1.172451888
TDP1,1721.0,0.418036689,317.0,0.196749,0.097696063
TDRD7,242.0,0.375852104,234.0,-0.510566,-0.230938689
TDRKH,973.0,0.419795099,182.0,0.137163,0.737349954
TEP1,2777.0,0.379550228,40.0,0.50534,0.235046656
TFE3,1431.0,0.379068139,541.0,0.123826,-0.629522248
TFEB,621.0,0.429366592,302.0,-0.119554,-0.206640952
THADA,112.0,0.415199561,352.0,0.477496,-0.090473672
THBD,2144.0,0.448063145,160.0,-0.152626,1.045280131
THUMPD1,2715.0,0.455087735,225.0,0.75263,0.260475779
THYN1,205.0,0.377954149,484.0,-0.329029,-0.078774029
TIMM50,3932.0,0.424829064,722.0,-0.235086,-0.345253197
TIMM8B,2046.0,0.447942532,30.0,0.128433,-0.588754604
TK2,3965.0,0.360054507,593.0,0.129887,0.940351304
TLE1,571.0,0.374791795,1295.0,1.410146,-0.154997536
TM9SF2,2020.0,0.372522209,233.0,-0.299755,-0.417722851
TMED3,1710.0,0.439016102,188.0,0.014412,0.225405727
TMED9,708.0,0.44685712,67.0,0.031261,0.355966662
TMEM126A,52.0,0.406087664,295.0,-0.117753,-0.305484766
TMEM199,2431.0,0.370998168,90.0,0.034856,-1.225975457
TMEM63A,1407.0,0.385482014,622.0,0.244763,-1.093845325
TMOD1,2050.0,0.392927141,213.0,-1.085886,1.263494602
TMSB10,278.0,0.470652003,95.0,1.148484,0.781365685
TNFAIP2,2079.0,0.44214387,131.0,0.541331,-0.081875777
TNFAIP3,1995.0,0.416242917,370.0,0.754767,-1.158377267
TNFAIP8L2,497.0,0.440670719,126.0,0.720305,0.415733505
TNIP1,770.0,0.448321216,241.0,-0.02491,-0.102748751
TNK2,822.0,0.420245651,543.0,0.051478,-1.160555282
TNPO2,2070.0,0.408799881,358.0,0.027166,-0.057268481
TNRC18,1316.0,0.449521205,349.0,0.75022,-0.577235521
TOMM5,518.0,0.441712708,107.0,-0.284124,0.67291803
TOP2A,1003.0,0.364102812,159.0,-0.073175,-1.066186892
TOR1A,3160.0,0.446121485,77.0,0.084923,0.642106119
TPD52L2,1600.0,0.385071878,138.0,-0.234892,0.088523575
TPI1,620.0,0.479135356,527.0,-0.291209,0.106153374
TPM1,757.0,0.403626605,257.0,-0.255691,-0.176765392
TRAF1,7433.0,0.438949906,572.0,1.51127,0.01412583
TRAF3,5716.0,0.386659664,353.0,0.3259,-0.543099424
TRAF6,6100.0,0.426668941,381.0,0.352874,0.459191812
TRAPPC3,634.0,0.441060625,519.0,-0.010735,0.009673671
TRAPPC5,42.0,0.453352607,241.0,-0.643486,-0.254945332
TRAPPC6B,2539.0,0.437369008,335.0,-0.299788,0.00027462
TRAPPC9,3079.0,0.431357199,134.0,0.101734,0.053166419
TRIM11,3522.0,0.453298916,255.0,-0.630502,-1.856069313
TRIM14,3117.0,0.369225689,165.0,0.611955,0.161526383
TRIM22,1215.0,0.424423711,379.0,0.314705,-0.063309597
TRIM26,1431.0,0.384319522,565.0,0.632624,-0.254310386
TRIM27,2956.0,0.441704825,359.0,0.15808,0.324006031
TRIM41,1657.0,0.454716896,737.0,0.044123,-1.002101433
TRIM5,2312.0,0.426412011,303.0,0.285972,0.492867997
TRIP12,3739.0,0.40441217,297.0,0.418593,-0.160391627
TRIP13,2852.0,0.433721983,145.0,-0.16216,-0.215594119
TRMT5,3660.0,0.405137655,572.0,-0.21961,0.037152752
TRUB2,4655.0,0.434714666,759.0,-0.370785,-0.544790582
TSFM,1390.0,0.429356434,57.0,1.4865,0.509716477
TSPAN14,15147.0,0.398868986,305.0,0.306525,-0.197673233
TSPYL1,7303.0,0.373212405,287.0,0.167311,-0.633960827
TSR2,1366.0,0.464925113,443.0,-0.562235,-0.575662257
TTC39C,3394.0,0.378954091,452.0,0.337106,0.17839252
TTC7A,2213.0,0.393400181,1272.0,0.350531,-0.302067063
TTPAL,5319.0,0.425556123,145.0,0.606101,0.011277778
TUBA1C,110.0,0.451729991,576.0,0.560954,0.550471053
TUBA4A,644.0,0.402818439,556.0,0.759515,0.420319922
TUBB,1030.0,0.390058461,509.0,0.353959,0.330525702
TUBB6,2302.0,0.468445054,1139.0,-0.380871,0.839422099
TUBGCP4,1934.0,0.368175973,296.0,-0.540455,0.117642969
TUSC1,1294.0,0.429789613,537.0,-0.244373,-0.47586913
TXNL4A,3129.0,0.472736328,466.0,-0.119215,-0.161584931
TYMP,18.0,0.429537249,376.0,2.028202,0.652737214
TYMS,581.0,0.364557025,159.0,-0.860888,0.215979377
TYROBP,168.0,0.417048036,81.0,0.362647,-0.048737581
UBAP2L,353.0,0.367068802,167.0,-0.442873,-0.228790413
UBE2B,4002.0,0.405496028,420.0,-0.313851,0.910119161
UBE2E1,1034.0,0.417917446,229.0,-0.58176,0.046153893
UBE2E2,1962.0,0.352966355,180.0,0.144087,-1.45385506
UBE2L3,2365.0,0.455573936,198.0,0.40569,0.192714769
UBE2L6,703.0,0.431638779,653.0,0.889447,0.317594298
UBE4B,1283.0,0.418913915,688.0,0.263209,-0.037808349
UBIAD1,2303.0,0.446280173,334.0,0.10448,-0.228701167
UBR4,797.0,0.387393976,4.0,0.466147,-0.09993554
UBTF,2209.0,0.400105612,296.0,-0.21954,-0.439175769
UBXN1,220.0,0.422601268,194.0,-0.34677,0.419742084
UCK2,4043.0,0.447469338,640.0,-0.712162,0.097209862
UGGT1,5935.0,0.374564832,178.0,0.414375,0.435974355
UHRF1BP1,5130.0,0.373569339,234.0,0.236571,-0.802000952
UNC45A,377.0,0.475530537,1022.0,-0.776452,-0.157258741
UNG,1024.0,0.368897526,209.0,-0.895722,-0.655944806
UNK,1388.0,0.447315534,42.0,-0.341044,-0.442346105
UQCR11,4379.0,0.470309826,75.0,-0.284224,0.507099807
UQCRC1,129.0,0.462829321,45.0,-0.738275,0.878731401
UQCRH,193.0,0.365128489,320.0,0.253131,-0.044197199
UROD,171.0,0.391539164,133.0,-0.426752,0.752047575
UROS,3849.0,0.422413435,266.0,0.078483,0.358273506
USP18,580.0,0.434940763,338.0,0.249714,0.400175859
USP39,571.0,0.39295741,223.0,0.370563,-0.339689049
UTP6,2466.0,0.429918331,83.0,1.32428,-0.692273081
VAC14,489.0,0.396517204,827.0,0.205857,0.009633241
VAMP8,451.0,0.398153421,156.0,0.609364,-1.035248109
VASP,824.0,0.388921088,342.0,-0.253634,-0.218306151
VAT1,1456.0,0.406330787,120.0,-0.762832,0.357214111
VDAC3,475.0,0.440388181,210.0,0.407466,0.097516439
VDR,3209.0,0.450036866,401.0,0.788958,0.980822428
VGLL4,2489.0,0.432812067,506.0,-0.81428,-0.403640448
VIM,431.0,0.411136971,462.0,0.093955,0.79840167
VPS28,291.0,0.476756313,109.0,-1.114045,0.073824881
VPS33B,559.0,0.447669729,583.0,-0.505613,0.255062513
VPS39,2053.0,0.440628838,173.0,-0.33621,0.382319683
VPS52,2870.0,0.393546356,887.0,-0.581694,-0.033180437
WASF2,4090.0,0.365213822,245.0,0.344904,-0.123853162
WBP2,1040.0,0.392225719,515.0,-0.288717,0.333980752
WDFY2,7044.0,0.36603015,340.0,0.354747,-0.710758676
WDR1,1039.0,0.393247178,368.0,0.062184,0.117115563
WDR36,3619.0,0.40459335,117.0,0.147356,-0.299838846
WDR37,8068.0,0.365587877,173.0,0.459033,0.103947418
WDR4,293.0,0.380589271,581.0,-0.07998,-0.055648293
WDR47,1216.0,0.402106333,376.0,-0.831312,0.117410794
WDR48,1924.0,0.419028298,472.0,-0.610324,0.213444359
WDR5,1979.0,0.401607191,171.0,0.073466,0.423376713
WDR54,97.0,0.394793766,128.0,0.621762,0.73855715
WDR61,197.0,0.411764619,310.0,-0.749927,0.397853082
WDR77,4184.0,0.412330102,139.0,-0.499789,0.064305912
WDR91,4946.0,0.380864599,823.0,0.025359,-0.177118496
WDR92,2520.0,0.427217839,117.0,0.0812,0.240417256
YTHDF1,1279.0,0.384821843,294.0,0.500709,-0.078643045
YTHDF3,3082.0,0.406652071,509.0,-0.012765,-0.460808829
YY1,5192.0,0.440120149,480.0,-0.165741,-0.7477076
ZBED1,2221.0,0.457533868,282.0,0.583186,0.702867741
ZBTB8OS,1087.0,0.406816332,276.0,-0.089999,-1.343139903
ZC3H12A,768.0,0.421626239,1056.0,0.122858,-0.444756308
ZC3H4,2169.0,0.436042942,38.0,0.263081,-0.77270121
ZCCHC10,81.0,0.361883573,67.0,-0.113121,1.122865784
ZFP36L1,2846.0,0.395541595,976.0,0.124273,-0.368130016
ZMAT2,1942.0,0.460376067,101.0,0.095156,-0.360770587
ZMIZ2,4165.0,0.419562196,128.0,0.003132,-0.307835301
ZMYM3,1292.0,0.378831729,749.0,-0.430995,-0.317282094
ZNF207,13817.0,0.386696564,148.0,0.826218,-0.090813619
ZNF414,113.0,0.422835658,118.0,-0.328713,-1.400360628
ZNF511,243.0,0.452392726,55.0,-0.318258,0.194987725
ZNF516,4816.0,0.393186692,318.0,-1.586016,-1.144586624
ZNF622,1298.0,0.463753859,120.0,-0.223053,-1.042161871
ZNHIT2,49.0,0.440612513,85.0,0.023356,-0.308937757
ZNHIT3,419.0,0.425204303,73.0,1.002623,-1.686951063
ZWINT,4585.0,0.411772707,37.0,0.374072,-0.585450394
