,3prime,tAI,max_5_UTR_length,TCGA-A8-A06Z,TCGA-A8-A06Z.1
SLC25A40,2688.0,0.363984785,375.0,0.466324,0.319963916
SLC25A6,450.0,0.487227384,137.0,0.856152,-0.497690515
SLC27A3,163.0,0.439664345,91.0,0.920662,0.645450068
SLC39A10,2661.0,0.346494338,214.0,-0.276912,-0.240644861
SLC44A1,8291.0,0.4365497,264.0,-0.937231,-0.738568438
SLC9A3R1,709.0,0.400889529,235.0,2.203793,1.209395359
SMAP2,1225.0,0.404145004,415.0,0.884632,0.90325074
SMC1A,5954.0,0.490702048,340.0,1.255736,0.214463313
SMG5,1363.0,0.383248033,540.0,0.524098,0.174609977
SMS,2660.0,0.417677888,252.0,0.633029,0.067386162
SMYD3,223.0,0.378821529,130.0,0.414684,-1.107887267
SNRNP200,676.0,0.454045162,132.0,0.509435,0.139864232
SNRPC,474.0,0.427936125,450.0,-0.067834,0.136732123
SNRPD1,4386.0,0.384326147,161.0,-0.01414,-0.108840182
SNRPN,279.0,0.390283395,1145.0,-0.485942,-0.181524303
SNX24,5071.0,0.338464018,185.0,0.8144,1.337765236
SNX30,6144.0,0.426743352,148.0,0.025342,-0.225047198
SNX33,5086.0,0.383330712,96.0,-0.618249,0.107358464
SOD1,353.0,0.438546885,148.0,1.049268,1.647480212
SOD2,13436.0,0.435065133,1828.0,-1.312642,-0.810271659
SP110,3922.0,0.401738483,258.0,0.328141,0.090613661
SPC24,1691.0,0.381793277,320.0,0.452935,-0.242997767
SPC25,540.0,0.373816265,131.0,-0.321173,0.253358973
SPCS1,3333.0,0.417439524,205.0,0.783594,-0.150345724
SPI1,383.0,0.406748349,223.0,-0.396507,-0.057976501
SPRYD4,1406.0,0.430591965,75.0,0.801806,0.775194412
SQSTM1,1485.0,0.412192979,360.0,1.815726,0.649799641
SRC,2671.0,0.437602812,449.0,-0.308004,-0.396715394
SRGAP2,3018.0,0.377689891,542.0,0.788357,0.207873932
SRI,5365.0,0.424260151,79.0,-0.581004,-0.434789
SRP19,2645.0,0.430943803,189.0,0.829359,0.434180594
SRPRB,1784.0,0.427990824,285.0,0.984813,-0.394650348
SRR,1392.0,0.393840903,354.0,-0.135718,0.219495533
SRXN1,2099.0,0.37663928,185.0,0.721103,0.308549575
SS18L2,777.0,0.45997865,208.0,-0.268378,-0.187088328
SSH1,5298.0,0.373517564,146.0,-0.686425,-0.188517633
SSH3,2595.0,0.376349937,178.0,-0.911369,-0.346353399
SSR2,592.0,0.425839932,80.0,0.314617,0.465232944
SSR3,3698.0,0.388415977,156.0,0.830718,-0.470589091
SSR4,87.0,0.444947593,150.0,1.211781,-0.671680794
SSRP1,422.0,0.394601844,267.0,0.061543,-0.527551674
SSU72,400.0,0.445120823,325.0,0.904728,-0.489197452
ST13,3666.0,0.439823793,468.0,0.266323,-0.076103679
ST14,553.0,0.454138745,193.0,0.564454,0.396121273
ST3GAL4,594.0,0.39537481,557.0,-0.888651,-0.269083116
STAP1,541.0,0.398288494,113.0,-2.53451,0.940184123
STARD10,1682.0,0.427301627,944.0,0.298947,-0.152764844
STAT1,3294.0,0.408136156,388.0,-1.023456,-0.895857601
STAT2,1791.0,0.409862748,203.0,-0.462536,-0.524248012
STAT6,1168.0,0.380869476,499.0,-0.196162,-0.062499423
STMN1,1138.0,0.394107416,364.0,-0.089436,-0.190990525
STOM,2222.0,0.387137797,117.0,-0.94143,-1.316794509
STOML2,531.0,0.456962681,143.0,-0.206708,0.264709223
STX11,4481.0,0.457080677,192.0,-1.698492,-0.320317279
STX3,5058.0,0.403902965,547.0,0.446364,-0.053716501
STX7,14891.0,0.417568039,327.0,-0.496776,-0.735612936
STX8,107.0,0.378438911,150.0,0.078545,-0.068390319
SUCLG1,223.0,0.43877655,193.0,0.191385,0.473595234
SUFU,3380.0,0.361614756,191.0,-0.064583,0.200332705
SUMF1,999.0,0.37076871,37.0,0.212893,0.179336637
SUPT4H1,1112.0,0.438747077,103.0,0.383269,-1.280693349
SURF2,1720.0,0.440503417,48.0,-0.327385,-0.102112394
SURF4,2281.0,0.385472445,476.0,-0.011799,-0.192198663
SURF6,4908.0,0.42467207,78.0,-0.298777,-0.438993884
SYTL1,80.0,0.364244725,197.0,-2.480487,-0.422101849
TACC3,165.0,0.385699108,155.0,0.023275,0.124672331
TADA2B,3064.0,0.464060586,151.0,0.204551,1.916704221
TAF12,689.0,0.435926756,522.0,0.672589,0.646141619
TAP2,5256.0,0.374969764,175.0,-1.100701,-0.862737021
TBC1D9B,1396.0,0.395340616,37.0,0.698346,0.377157459
TBCC,556.0,0.434161456,73.0,-0.868817,-0.060440242
TCEAL3,260.0,0.368171822,262.0,0.416067,0.345775979
TCEAL4,3020.0,0.432120515,489.0,0.030499,0.298148022
TCOF1,1640.0,0.41523122,108.0,0.374644,0.238546734
TDP1,1721.0,0.418036689,317.0,-0.719272,-0.03804122
TDRD7,242.0,0.375852104,234.0,0.190997,0.224639362
TDRKH,973.0,0.419795099,182.0,0.302009,0.003707157
TEP1,2777.0,0.379550228,40.0,-0.546532,-0.14324906
TFE3,1431.0,0.379068139,541.0,-0.009261,-1.946780222
TFEB,621.0,0.429366592,302.0,-1.202105,-0.46498694
THADA,112.0,0.415199561,352.0,-0.525509,-0.194658339
THUMPD1,2715.0,0.455087735,225.0,0.310317,0.014442321
THYN1,205.0,0.377954149,484.0,-0.221589,-0.190879748
TIMM50,3932.0,0.424829064,722.0,0.39161,0.399690126
TIMM8B,2046.0,0.447942532,30.0,-1.006309,-0.097895998
TK2,3965.0,0.360054507,593.0,-0.588921,-0.311575448
TLE1,571.0,0.374791795,1295.0,-0.481328,0.069362754
TM9SF2,2020.0,0.372522209,233.0,0.205017,-0.257202587
TMED3,1710.0,0.439016102,188.0,0.276924,-0.637846711
TMED9,708.0,0.44685712,67.0,1.025332,-0.243608716
TMEM126A,52.0,0.406087664,295.0,0.712302,0.029781436
TMEM63A,1407.0,0.385482014,622.0,-0.272736,-1.165058096
TMOD1,2050.0,0.392927141,213.0,-2.364357,-0.379610005
TMSB10,278.0,0.470652003,95.0,-1.157838,-0.10672378
TNFAIP1,2409.0,0.451408648,449.0,-0.372761,0.483014687
TNFAIP2,2079.0,0.44214387,131.0,-0.243216,-0.53303629
TNFAIP3,1995.0,0.416242917,370.0,-2.199159,-0.119942292
TNFAIP8L2,497.0,0.440670719,126.0,-0.52903,0.129773948
TNIP1,770.0,0.448321216,241.0,-0.090744,-0.036587064
TNK2,822.0,0.420245651,543.0,0.941284,0.949960959
TNPO2,2070.0,0.408799881,358.0,-0.403839,-0.171130082
TNRC18,1316.0,0.449521205,349.0,0.295593,0.106176806
TOMM5,518.0,0.441712708,107.0,-0.466886,0.23778823
TOMM6,1957.0,0.431553434,255.0,-0.091437,-3.595615826
TOP2A,1003.0,0.364102812,159.0,0.871696,-0.070953976
TOR1A,3160.0,0.446121485,77.0,-0.009578,-0.076795138
TPD52L2,1600.0,0.385071878,138.0,-0.096222,0.123656815
TPI1,620.0,0.479135356,527.0,0.622371,0.282196285
TPM1,757.0,0.403626605,257.0,-1.373176,0.149249785
TRAF1,7433.0,0.438949906,572.0,-0.832602,0.121692083
TRAF6,6100.0,0.426668941,381.0,-0.143001,-0.119912827
TRAPPC3,634.0,0.441060625,519.0,0.764037,0.144488276
TRAPPC5,42.0,0.453352607,241.0,-0.362953,-0.013236549
TRAPPC6B,2539.0,0.437369008,335.0,-0.484724,0.173792735
TRAPPC9,3079.0,0.431357199,134.0,0.709791,0.254245922
TRIM11,3522.0,0.453298916,255.0,0.103733,0.833494623
TRIM13,5308.0,0.419190719,763.0,-0.294861,0.293960373
TRIM14,3117.0,0.369225689,165.0,-0.713687,0.036981986
TRIM22,1215.0,0.424423711,379.0,-2.300678,-0.456066171
TRIM26,1431.0,0.384319522,565.0,-0.326347,-0.226837673
TRIM27,2956.0,0.441704825,359.0,-0.639787,-0.554263111
TRIM41,1657.0,0.454716896,737.0,0.822506,0.222079658
TRIM5,2312.0,0.426412011,303.0,0.543984,0.429081801
TRIP12,3739.0,0.40441217,297.0,-0.325669,-0.065684469
TRIP13,2852.0,0.433721983,145.0,-0.386411,0.02855883
TRMT5,3660.0,0.405137655,572.0,-0.604368,-0.001157127
TRUB2,4655.0,0.434714666,759.0,1.015169,0.6049045
TSFM,1390.0,0.429356434,57.0,0.44367,0.668921683
TSPAN14,15147.0,0.398868986,305.0,-0.180752,-0.506812349
TSPYL1,7303.0,0.373212405,287.0,-0.310893,0.681222825
TSR2,1366.0,0.464925113,443.0,1.303945,-0.135928059
TTC39C,3394.0,0.378954091,452.0,1.43064,0.297588278
TTC7A,2213.0,0.393400181,1272.0,-0.817028,-0.784897308
TTPAL,5319.0,0.425556123,145.0,-0.3252,-0.53500277
TTYH3,3063.0,0.383645273,187.0,-1.270877,1.372244774
TUBA1C,110.0,0.451729991,576.0,0.543664,-0.311050569
TUBA4A,644.0,0.402818439,556.0,1.952894,0.948163505
TUBB,1030.0,0.390058461,509.0,-0.622501,-0.715919327
TUBB6,2302.0,0.468445054,1139.0,-1.727636,-0.681863268
TUBGCP4,1934.0,0.368175973,296.0,-0.550706,-0.118914518
TUSC1,1294.0,0.429789613,537.0,-0.377239,-0.517641586
TXNL4A,3129.0,0.472736328,466.0,0.758577,0.627485344
TYMP,18.0,0.429537249,376.0,-0.705639,-0.594727519
TYMS,581.0,0.364557025,159.0,-0.339697,-0.126193759
TYROBP,168.0,0.417048036,81.0,-0.234756,0.73728285
UBAP2L,353.0,0.367068802,167.0,0.008327,0.244187403
UBE2B,4002.0,0.405496028,420.0,0.257758,-0.68130456
UBE2E1,1034.0,0.417917446,229.0,-0.128107,0.410750737
UBE2L3,2365.0,0.455573936,198.0,-0.039569,0.30218567
UBE2L6,703.0,0.431638779,653.0,0.276155,-0.155862245
UBE4B,1283.0,0.418913915,688.0,1.049857,0.309523093
UBIAD1,2303.0,0.446280173,334.0,0.43426,-0.666417015
UBR4,797.0,0.387393976,4.0,0.525409,0.08503486
UBTF,2209.0,0.400105612,296.0,0.225324,-0.220406572
UBXN1,220.0,0.422601268,194.0,-0.286482,-0.063698286
UCK2,4043.0,0.447469338,640.0,-0.0945,0.350482784
UGGT1,5935.0,0.374564832,178.0,1.101596,-0.124662438
UHRF1BP1,5130.0,0.373569339,234.0,-0.113293,-0.167348804
UNC45A,377.0,0.475530537,1022.0,-0.012128,-0.167819397
UNG,1024.0,0.368897526,209.0,-0.418716,0.632175586
UNK,1388.0,0.447315534,42.0,-0.644583,-0.120566016
UQCR11,4379.0,0.470309826,75.0,0.282022,1.082194486
UQCRC1,129.0,0.462829321,45.0,-0.055558,0.112477003
UQCRH,193.0,0.365128489,320.0,0.805759,0.690444815
UROD,171.0,0.391539164,133.0,0.797052,0.300604737
UROS,3849.0,0.422413435,266.0,0.244109,0.536011453
USP18,580.0,0.434940763,338.0,-1.545822,-0.612290937
USP39,571.0,0.39295741,223.0,-0.026082,0.240971346
UTP6,2466.0,0.429918331,83.0,0.318456,-0.243431387
VAC14,489.0,0.396517204,827.0,0.261095,-0.35637088
VAMP8,451.0,0.398153421,156.0,0.693511,0.144872756
VASP,824.0,0.388921088,342.0,-0.554556,-0.035624351
VAT1,1456.0,0.406330787,120.0,0.46893,0.165599168
VDAC3,475.0,0.440388181,210.0,-0.874594,-0.333232292
VDR,3209.0,0.450036866,401.0,-0.640936,0.323618747
VGLL4,2489.0,0.432812067,506.0,-0.862342,-0.091183123
VIM,431.0,0.411136971,462.0,-1.674197,-0.718203817
VLDLR,6202.0,0.388727284,416.0,0.366181,-0.650991267
VPS28,291.0,0.476756313,109.0,1.043172,0.18463645
VPS33B,559.0,0.447669729,583.0,0.029053,0.144341507
VPS39,2053.0,0.440628838,173.0,-0.221668,0.253284308
VPS52,2870.0,0.393546356,887.0,-0.263928,-0.067406104
WASF2,4090.0,0.365213822,245.0,0.680063,-0.196741882
WBP2,1040.0,0.392225719,515.0,0.590061,0.593176557
WDFY2,7044.0,0.36603015,340.0,-0.586799,0.660078572
WDR1,1039.0,0.393247178,368.0,-0.106174,0.031715234
WDR36,3619.0,0.40459335,117.0,0.366752,-0.093174228
WDR37,8068.0,0.365587877,173.0,0.231041,0.044044114
WDR4,293.0,0.380589271,581.0,0.624138,0.57258448
WDR47,1216.0,0.402106333,376.0,0.565847,0.533845749
WDR48,1924.0,0.419028298,472.0,-0.812357,-0.197026934
WDR5,1979.0,0.401607191,171.0,-0.762689,-0.311151956
WDR54,97.0,0.394793766,128.0,0.747782,1.517094604
WDR61,197.0,0.411764619,310.0,-0.553713,0.564971825
WDR77,4184.0,0.412330102,139.0,0.770899,0.066688052
WDR91,4946.0,0.380864599,823.0,-1.014105,-0.45609969
WDR92,2520.0,0.427217839,117.0,-0.635545,-0.065026192
YTHDF1,1279.0,0.384821843,294.0,0.482905,0.172146075
YTHDF3,3082.0,0.406652071,509.0,0.626852,0.271795098
YY1,5192.0,0.440120149,480.0,-0.547476,0.118935936
ZBED1,2221.0,0.457533868,282.0,0.406387,0.807101015
ZBTB8OS,1087.0,0.406816332,276.0,1.310812,0.66947861
ZC3H12A,768.0,0.421626239,1056.0,-0.757243,-0.07900443
ZC3H4,2169.0,0.436042942,38.0,-0.107631,0.398548929
ZFP36L1,2846.0,0.395541595,976.0,-1.58818,0.061505361
ZMAT2,1942.0,0.460376067,101.0,1.2653,0.509471466
ZMIZ2,4165.0,0.419562196,128.0,0.044176,0.063566705
ZMYM3,1292.0,0.378831729,749.0,0.012408,-0.254669774
ZNF207,13817.0,0.386696564,148.0,0.060985,0.424668639
ZNF414,113.0,0.422835658,118.0,-0.51212,-0.235861418
ZNF511,243.0,0.452392726,55.0,0.356498,-0.123192254
ZNF516,4816.0,0.393186692,318.0,-3.624368,-0.789148822
ZNF622,1298.0,0.463753859,120.0,0.587145,0.337907558
ZNHIT2,49.0,0.440612513,85.0,0.155663,0.413462961
ZNHIT3,419.0,0.425204303,73.0,0.309392,0.502155015
ZWINT,4585.0,0.411772707,37.0,0.90812,0.612290041
