,3prime,tAI,max_5_UTR_length,TCGA-AO-A0J9,TCGA-AO-A0J9.1
SLC25A20,787.0,0.382641976,199.0,0.497924,0.063335077
SLC25A3,504.0,0.383836987,354.0,0.730942,-0.089401962
SLC25A40,2688.0,0.363984785,375.0,-1.024582,0.055849201
SLC25A6,450.0,0.487227384,137.0,1.009417,-0.184183975
SLC27A3,163.0,0.439664345,91.0,0.739376,-0.098630536
SLC29A1,2913.0,0.455987116,491.0,-0.439871,-0.095597171
SLC39A10,2661.0,0.346494338,214.0,-0.332962,0.260304397
SLC44A1,8291.0,0.4365497,264.0,0.50666,-0.536149871
SLC9A3R1,709.0,0.400889529,235.0,-0.67104,-0.230324037
SMAP2,1225.0,0.404145004,415.0,0.035446,-0.217856303
SMC1A,5954.0,0.490702048,340.0,-1.156467,0.160439195
SMG5,1363.0,0.383248033,540.0,-0.590291,-0.08039388
SMS,2660.0,0.417677888,252.0,-0.12617,-0.402792127
SMYD3,223.0,0.378821529,130.0,1.35082,0.593126055
SNRNP200,676.0,0.454045162,132.0,-0.719113,0.105278875
SNRPC,474.0,0.427936125,450.0,0.487058,0.005975549
SNRPD1,4386.0,0.384326147,161.0,0.298831,-0.0228525
SNRPN,279.0,0.390283395,1145.0,-0.215362,0.19363369
SNX24,5071.0,0.338464018,185.0,1.30239,0.799656458
SNX30,6144.0,0.426743352,148.0,-0.908005,0.007915419
SNX33,5086.0,0.383330712,96.0,0.20017,0.112991453
SOD1,353.0,0.438546885,148.0,0.91373,-0.246246805
SOD2,13436.0,0.435065133,1828.0,1.038158,0.340471832
SP110,3922.0,0.401738483,258.0,0.466815,-0.198833186
SPC24,1691.0,0.381793277,320.0,-2.417521,-0.284943019
SPC25,540.0,0.373816265,131.0,0.462751,-0.494184837
SPCS1,3333.0,0.417439524,205.0,0.101939,-0.825255904
SPI1,383.0,0.406748349,223.0,2.072416,0.238265478
SPRYD4,1406.0,0.430591965,75.0,0.084628,-0.175492421
SQSTM1,1485.0,0.412192979,360.0,1.002893,-0.141041779
SRC,2671.0,0.437602812,449.0,0.160481,-0.090200489
SRGAP2,3018.0,0.377689891,542.0,0.544482,0.268763361
SRI,5365.0,0.424260151,79.0,0.022678,-0.134591063
SRP19,2645.0,0.430943803,189.0,0.725421,-0.08413284
SRPRB,1784.0,0.427990824,285.0,0.214317,-0.275659269
SRR,1392.0,0.393840903,354.0,-0.308436,-0.997487783
SRXN1,2099.0,0.37663928,185.0,-0.292963,-0.431569292
SS18L2,777.0,0.45997865,208.0,0.663153,0.515984409
SSH1,5298.0,0.373517564,146.0,0.026625,0.026514397
SSH3,2595.0,0.376349937,178.0,-0.070451,0.056054827
SSR2,592.0,0.425839932,80.0,0.490749,-0.095249826
SSR3,3698.0,0.388415977,156.0,-0.461119,-0.306197923
SSR4,87.0,0.444947593,150.0,1.03765,-0.350999918
SSRP1,422.0,0.394601844,267.0,-0.776907,-0.206774692
SSU72,400.0,0.445120823,325.0,-0.12133,-0.170690113
ST13,3666.0,0.439823793,468.0,0.039865,-0.37395816
ST14,553.0,0.454138745,193.0,-0.583298,-0.350019992
STAP1,541.0,0.398288494,113.0,-0.265461,-0.020624203
STARD10,1682.0,0.427301627,944.0,-0.028448,-0.103742694
STAT1,3294.0,0.408136156,388.0,-0.575473,-0.657205276
STAT2,1791.0,0.409862748,203.0,0.05296,-0.004191103
STAT6,1168.0,0.380869476,499.0,0.600355,0.731138742
STMN1,1138.0,0.394107416,364.0,0.973924,-0.316081732
STOM,2222.0,0.387137797,117.0,-0.026766,-0.450642798
STOML2,531.0,0.456962681,143.0,0.187026,0.012252435
STX11,4481.0,0.457080677,192.0,1.604269,0.273661105
STX3,5058.0,0.403902965,547.0,-0.904225,-0.056358193
STX7,14891.0,0.417568039,327.0,0.429791,0.001300574
STX8,107.0,0.378438911,150.0,0.955022,0.071743566
SUCLG1,223.0,0.43877655,193.0,0.256494,0.220458048
SUFU,3380.0,0.361614756,191.0,0.096735,0.03015563
SUMF1,999.0,0.37076871,37.0,-0.338385,-0.206442559
SUPT4H1,1112.0,0.438747077,103.0,0.399058,0.11012274
SURF2,1720.0,0.440503417,48.0,1.04749,-0.30761564
SURF4,2281.0,0.385472445,476.0,-0.497032,-0.093105713
SURF6,4908.0,0.42467207,78.0,0.011659,0.130962184
SYTL1,80.0,0.364244725,197.0,-0.789564,-0.372225152
TACC3,165.0,0.385699108,155.0,0.881347,-0.301642007
TAF12,689.0,0.435926756,522.0,0.550408,0.372499043
TAP2,5256.0,0.374969764,175.0,0.116057,-0.27618605
TATDN2,2040.0,0.415810908,581.0,-0.517864,0.126355591
TBC1D20,3109.0,0.435441414,148.0,0.041336,-0.15728866
TBC1D9B,1396.0,0.395340616,37.0,-0.263608,0.356661215
TBCC,556.0,0.434161456,73.0,0.249412,-0.027872129
TCEAL3,260.0,0.368171822,262.0,-0.41383,-0.126674694
TCEAL4,3020.0,0.432120515,489.0,0.290725,-0.066354271
TCOF1,1640.0,0.41523122,108.0,0.443147,0.371288043
TDP1,1721.0,0.418036689,317.0,-0.075892,0.18954287
TDRD7,242.0,0.375852104,234.0,-0.128829,0.255403603
TDRKH,973.0,0.419795099,182.0,0.11381,-0.112271774
TEP1,2777.0,0.379550228,40.0,-0.337504,0.210653697
TFE3,1431.0,0.379068139,541.0,0.337644,-0.002982086
TFEB,621.0,0.429366592,302.0,0.691241,0.178905399
THADA,112.0,0.415199561,352.0,0.032677,-0.159209997
THUMPD1,2715.0,0.455087735,225.0,0.358596,0.595446521
THYN1,205.0,0.377954149,484.0,0.93308,0.23931223
TIMM50,3932.0,0.424829064,722.0,0.72011,0.027792503
TIMM8B,2046.0,0.447942532,30.0,0.951251,-0.242540017
TK2,3965.0,0.360054507,593.0,0.665423,7.29e-06
TLE1,571.0,0.374791795,1295.0,-0.353589,0.099482024
TM9SF2,2020.0,0.372522209,233.0,-1.387146,-0.474311566
TMED3,1710.0,0.439016102,188.0,-0.939482,-0.492096641
TMED9,708.0,0.44685712,67.0,-0.146111,-0.179923317
TMEM126A,52.0,0.406087664,295.0,0.362182,-0.07065032
TMEM199,2431.0,0.370998168,90.0,-0.221167,-1.424262458
TMEM63A,1407.0,0.385482014,622.0,-0.113808,-0.165258117
TMOD1,2050.0,0.392927141,213.0,1.808238,0.290739789
TMSB10,278.0,0.470652003,95.0,1.322894,-0.243151352
TNFAIP2,2079.0,0.44214387,131.0,0.844071,-0.147876905
TNFAIP3,1995.0,0.416242917,370.0,0.232042,0.147313997
TNFAIP8L2,497.0,0.440670719,126.0,2.363157,0.090592859
TNIP1,770.0,0.448321216,241.0,0.814839,0.185870418
TNK2,822.0,0.420245651,543.0,0.344899,0.077311027
TNPO2,2070.0,0.408799881,358.0,-0.47298,-0.229343622
TNRC18,1316.0,0.449521205,349.0,0.002877,0.429175865
TOMM5,518.0,0.441712708,107.0,1.049834,-0.513508397
TOP2A,1003.0,0.364102812,159.0,-0.116409,-0.455609063
TOR1A,3160.0,0.446121485,77.0,0.026484,-0.05475113
TPD52L2,1600.0,0.385071878,138.0,0.082461,0.043220744
TPI1,620.0,0.479135356,527.0,0.483367,0.221809068
TPM1,757.0,0.403626605,257.0,-0.300242,-0.237153996
TRAF1,7433.0,0.438949906,572.0,0.848613,-0.130565658
TRAF3,5716.0,0.386659664,353.0,-0.194778,0.081224869
TRAF6,6100.0,0.426668941,381.0,-0.575683,-0.131950294
TRAPPC3,634.0,0.441060625,519.0,-0.125565,-0.007963349
TRAPPC5,42.0,0.453352607,241.0,1.706605,0.147030679
TRAPPC6B,2539.0,0.437369008,335.0,-0.262882,0.376915172
TRAPPC9,3079.0,0.431357199,134.0,-0.874259,-0.138644904
TRIM11,3522.0,0.453298916,255.0,0.39546,-0.026830914
TRIM14,3117.0,0.369225689,165.0,-0.260434,-0.023164459
TRIM22,1215.0,0.424423711,379.0,-0.039029,0.290982899
TRIM26,1431.0,0.384319522,565.0,0.185083,-0.063217817
TRIM27,2956.0,0.441704825,359.0,-0.47409,-0.431388282
TRIM41,1657.0,0.454716896,737.0,0.508966,-0.095415345
TRIM5,2312.0,0.426412011,303.0,-0.47985,0.055002647
TRIP12,3739.0,0.40441217,297.0,-0.710425,0.207485821
TRIP13,2852.0,0.433721983,145.0,0.513261,-0.355259471
TRMT5,3660.0,0.405137655,572.0,0.026879,0.248329095
TRUB2,4655.0,0.434714666,759.0,0.105151,-0.435791102
TSFM,1390.0,0.429356434,57.0,0.794994,-0.03574094
TSPAN14,15147.0,0.398868986,305.0,0.439623,-0.194781378
TSPYL1,7303.0,0.373212405,287.0,-0.87298,-0.117224334
TSR2,1366.0,0.464925113,443.0,-0.17318,-0.046560895
TTC39C,3394.0,0.378954091,452.0,-0.264347,0.075512029
TTC7A,2213.0,0.393400181,1272.0,0.088868,-0.190639593
TTPAL,5319.0,0.425556123,145.0,-0.158915,0.126986508
TTYH3,3063.0,0.383645273,187.0,0.760454,-0.318904785
TUBA1C,110.0,0.451729991,576.0,0.524784,-0.190709993
TUBA4A,644.0,0.402818439,556.0,-0.86079,-1.154207387
TUBB,1030.0,0.390058461,509.0,0.342387,-0.400847826
TUBB6,2302.0,0.468445054,1139.0,1.118477,0.045972756
TUBGCP4,1934.0,0.368175973,296.0,-0.81185,-0.212624849
TUSC1,1294.0,0.429789613,537.0,0.423735,0.289127732
TXNL4A,3129.0,0.472736328,466.0,0.321828,0.009521964
TYMP,18.0,0.429537249,376.0,0.342493,-0.061591535
TYMS,581.0,0.364557025,159.0,0.445166,-0.441810142
TYROBP,168.0,0.417048036,81.0,3.25987,0.189391289
UBAP2L,353.0,0.367068802,167.0,0.245773,0.05455031
UBE2B,4002.0,0.405496028,420.0,0.525268,-0.45262084
UBE2E1,1034.0,0.417917446,229.0,0.214144,0.445890191
UBE2L3,2365.0,0.455573936,198.0,0.31112,-0.273997609
UBE2L6,703.0,0.431638779,653.0,0.078713,-0.456840426
UBE4B,1283.0,0.418913915,688.0,-0.523976,-0.306153235
UBIAD1,2303.0,0.446280173,334.0,-0.349951,-0.215005477
UBR4,797.0,0.387393976,4.0,-1.112587,-0.040061563
UBTF,2209.0,0.400105612,296.0,-0.045418,0.019584366
UBXN1,220.0,0.422601268,194.0,1.06659,0.096189642
UCK2,4043.0,0.447469338,640.0,0.291802,-0.227818711
UGGT1,5935.0,0.374564832,178.0,-0.693647,0.131626942
UHRF1BP1,5130.0,0.373569339,234.0,-0.476626,0.002669251
UNC45A,377.0,0.475530537,1022.0,-0.44866,-0.401623178
UNG,1024.0,0.368897526,209.0,0.39147,0.127670201
UNK,1388.0,0.447315534,42.0,-0.241111,0.270682488
UQCR11,4379.0,0.470309826,75.0,0.499927,-0.527032102
UQCRC1,129.0,0.462829321,45.0,0.13235,-0.269813011
UQCRH,193.0,0.365128489,320.0,0.44502,-0.541052306
UROD,171.0,0.391539164,133.0,0.658577,-0.186508409
UROS,3849.0,0.422413435,266.0,0.819786,0.13045131
USP18,580.0,0.434940763,338.0,-0.707481,-0.941686199
USP39,571.0,0.39295741,223.0,-0.216665,0.006211538
UTP6,2466.0,0.429918331,83.0,-0.007986,-0.184896374
VAC14,489.0,0.396517204,827.0,0.274079,-0.054557502
VAMP8,451.0,0.398153421,156.0,0.420832,-0.104285443
VASP,824.0,0.388921088,342.0,0.978524,0.115684328
VAT1,1456.0,0.406330787,120.0,0.820911,-0.007439388
VDAC3,475.0,0.440388181,210.0,0.038452,-0.18589925
VDR,3209.0,0.450036866,401.0,-0.281678,-0.086526095
VGLL4,2489.0,0.432812067,506.0,-0.704982,0.237012032
VIM,431.0,0.411136971,462.0,1.784552,0.240857791
VLDLR,6202.0,0.388727284,416.0,0.933418,0.033762655
VPS28,291.0,0.476756313,109.0,0.307662,0.106151442
VPS33B,559.0,0.447669729,583.0,-0.530677,0.020380371
VPS39,2053.0,0.440628838,173.0,-0.274659,0.16267938
VPS52,2870.0,0.393546356,887.0,-0.016229,-0.016510216
WASF2,4090.0,0.365213822,245.0,-0.192786,0.120830669
WBP2,1040.0,0.392225719,515.0,-0.125638,-0.458207699
WDFY2,7044.0,0.36603015,340.0,0.122469,-0.290567095
WDR1,1039.0,0.393247178,368.0,0.165995,0.019648058
WDR36,3619.0,0.40459335,117.0,0.197796,-0.020706924
WDR37,8068.0,0.365587877,173.0,-0.460073,0.199659609
WDR4,293.0,0.380589271,581.0,-0.684526,-0.22274344
WDR47,1216.0,0.402106333,376.0,-0.793776,-0.16426432
WDR48,1924.0,0.419028298,472.0,-0.146617,0.206872981
WDR5,1979.0,0.401607191,171.0,-0.583603,-0.032341946
WDR54,97.0,0.394793766,128.0,0.987669,-0.441026261
WDR61,197.0,0.411764619,310.0,-0.476692,-0.05530458
WDR77,4184.0,0.412330102,139.0,0.302848,-0.009012482
WDR91,4946.0,0.380864599,823.0,-0.024627,0.396771248
WDR92,2520.0,0.427217839,117.0,-0.495183,-0.145410208
YTHDF1,1279.0,0.384821843,294.0,0.008185,-0.05098828
YTHDF3,3082.0,0.406652071,509.0,-1.031738,-0.286252808
YY1,5192.0,0.440120149,480.0,0.179463,0.172422392
ZBED1,2221.0,0.457533868,282.0,-0.291904,-0.127267901
ZBTB8OS,1087.0,0.406816332,276.0,0.856719,0.113135777
ZC3H12A,768.0,0.421626239,1056.0,-0.019628,-0.062611224
ZC3H4,2169.0,0.436042942,38.0,0.500592,0.084657618
ZFP36L1,2846.0,0.395541595,976.0,0.484136,0.613807946
ZMAT2,1942.0,0.460376067,101.0,0.091027,0.348396386
ZMIZ2,4165.0,0.419562196,128.0,0.267126,-0.580529932
ZMYM3,1292.0,0.378831729,749.0,-0.26372,-0.177388578
ZNF207,13817.0,0.386696564,148.0,0.193103,0.311322489
ZNF414,113.0,0.422835658,118.0,0.076153,0.169045055
ZNF511,243.0,0.452392726,55.0,1.220711,0.36173146
ZNF516,4816.0,0.393186692,318.0,-0.988212,-0.282324526
ZNF622,1298.0,0.463753859,120.0,-0.078544,0.303716625
ZNHIT2,49.0,0.440612513,85.0,-0.053206,-0.181981851
ZNHIT3,419.0,0.425204303,73.0,0.2726,-0.045249544
ZWINT,4585.0,0.411772707,37.0,0.409605,-0.16934659
